Company,Location,Title,Salary
Dalhousie University,Halifax NS,Acoustic Data Scientist / Deep Learning Developer,28000
Hamilton Health Sciences Corporation,Hamilton ON,Senior Business Analyst - Data & Analytics,45624
ClickDishes Inc.,Vancouver BC,data analyst - informatics and systems,56000
Manitoba Government,Winnipeg MB,Data Scientist,74867
Imperial Tobacco Canada,None,Data Scientist,75000
Mishon Inc,Remote,Data Scientist,83200
Alcohol and Gaming Commission of Ontario,Toronto ON,DATA SCIENTIST,86625
Journey Education,Canada,Data Science Instructor,150000
Jungle Scout,None,Staff Data Scientist,74914
Canadian National Railway,None,Data Scientist,74914
Sun Life Financial,None,Senior Data Scientist,74914
Neelands,None,Data Scientist,74914
SAQ - Société des Alcools du Québec,"Montréal, QC","Analyste, intelligence d’affaires (data scientist)",74914
TD Bank,"Montréal, QC",Data Scientist I,74914
University of Waterloo,"Waterloo, ON",Data Scientist,74914
Livestock Water Recycling,"Calgary, AB",Data Scientist Summer Intern,74914
Lululemon,"Vancouver, BC",Data Scientist,74914
RBC,Ontario,"Data Scientist, Fall 2021 Student Opportunities (8 Months On...",74914
Ubisoft,"Montréal, QC",Data Scientist,74914
Best Buy Canada,None,Senior Applied Data Scientist,74914
Holmetrics,"Calgary, AB",Data Scientist,74914
BRP,"Montréal, QC",HR Data Scientist,74914
Black Professionals in Tech Network,"Toronto, ON",Data Scientist,74914
Fujitsu,"Vancouver, BC","Operations Research Scientist/Data Scientist - Vancouver, Ca...",74914
BC Public Service,"100 Mile House, BC",RES O 30R - Senior Data Scientist,74914
Attabotics,"Calgary, AB",AI Developer / Data Scientist,74914
Amazon Dev Centre Canada ULC,"Toronto, ON",Data Scientist,74914
"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",Applied Scientist (L5),74914
Microsoft,"Vancouver, BC",Data Scientist,74914
CGI Inc,"Sherbrooke, QC",Data Scientist,74914
Aviva,"Toronto, ON",Data Scientist,74914
McAfee,"Waterloo, ON",Sr. Data Scientist - Experimentation,74914
Rock FOC Technology,"Windsor, ON",Data Scientist,74914
sgsco,"Toronto, ON",Data Scientist,74914
Yelp,"Toronto, ON",Applied Scientist - Trust and Safety (Remote),74914
Peak Power,"Toronto, ON",Lead Data Scientist,74914
StackAdapt,"Toronto, ON",Data Scientist / Senior Data Scientist,74914
Twitter,"Toronto, ON",Staff Data Scientist - Product,74914
EPAM Systems,"Calgary, AB",Lead Data Scientist,74914
Telesat,"Ottawa, ON",Data Scientist,74914
IFS,"Ottawa, ON",Data Scientist,74914
Peritus.ai,"Montréal, QC",Data Scientist,74914
Quandl Inc,"Toronto, ON","Lead Data Scientist, Alternative Data",74914
Loblaw Companies Limited,"Brampton, ON",Data Scientist,74914
Services Conseils IntelliSoft inc.,"Montréal, QC",Data Scientist,74914
Brex,Remote,"Data Science Manager, Credit",74914
Teck Resources Limited,"Vancouver, BC",Data Scientist - RACE21,74914
