Company,Location,Title,Salary
Toronto Explore & Learn,Toronto ON,Data Scientist / Machine Learning Expert,18720
Lambton College,Sarnia ON,Applied Research Scientist Materials Formulation,39416
ClickDishes Inc.,Vancouver BC,data analyst - informatics and systems,56000
Surrey Place,Toronto ON,Data Analyst,65572
Manitoba Government,Winnipeg MB,Manager Data Analytics,74423
Juno College of Technology,Toronto ON,Data Science Instructor,77500
Plus10,None,Data Scientist,85000
Bluvec Technologies Inc.,Burnaby BC,Machine Learning Engineer,95000
Acerta Analytics Solutions Inc,Kitchener ON,Data Scientist,102500
City of Edmonton,Edmonton AB,Data Scientist,102724
Treeline IT Solutions,Edmonton AB,Data Analyst,105000
Agriculture and Agri-Food Canada,Ottawa ON,Senior Data Science Analyst,106520
Cadre,None,Data Scientist (Remote),77364
Viafoura,Remote,Data Scientist,77364
Infostrux Solutions,"Quebec City, QC","Data Scientist, Remote",77364
TD Bank,"Toronto, ON",Data Scientist I,77364
Manulife,"Toronto, ON",Data Scientist,77364
Microsoft,"Vancouver, BC",Data and Applied Scientist,77364
opentext,"Waterloo, ON",Data Scientist,77364
Enverus,"Calgary, AB",Data Science Intern,77364
PointClickCare,Remote,Associate Data Scientist,77364
Ericsson,"Saint-Laurent, QC",Data Scientist,77364
Bombardier,"Dorval, QC",Digital Data Scientist,77364
Cognizant Technology Solutions,"Mississauga, ON",Data Scientist,77364
TELUS,Canada,Junior Data Scientist- Customer Service Excellence,77364
Stradigi AI,"Montréal, QC",Data Scientist,77364
BASF,"Saskatoon, SK",Research and Development Data Scientist (Digital Phenotyping...,77364
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",77364
Carta,"Waterloo, ON",Product Data Scientist,77364
Stingray,"Montréal, QC",BI Data Scientist,77364
Nakisa,"Montréal, QC",Data Scientist,77364
Temetrix,"Ottawa, ON",DATA SCIENTIST,77364
Bayer,"Mississauga, ON",Data Scientist,77364
Transit App,"Montréal, QC",Data Scientist,77364
Peritus.ai,"Montréal, QC",Data Scientist,77364
Gannett,"Toronto, ON",Data Scientist,77364
MobSquad,"Calgary, AB",Data Scientist,77364
Aviva,"Toronto, ON","Operations and Strategy Lead, Data Science",77364
Yelp,"Toronto, ON",Applied Scientist - Inference and Metrics (Remote),77364
BASF,"Mississauga, ON",Data Scientist Engineer,77364
Telesat,"Ottawa, ON",Data Scientist,77364
Miovision,Remote,Senior Data Scientist,77364
Electrical Safety Authority,"Mississauga, ON",Data Scientist,77364
Aviva,"Markham, ON",Data Scientist,77364
Pinterest,"Toronto, ON","Data Scientist, Shopping",77364
Huddle,"Moncton, NB",Data Scientist,77364
Loblaw Digital,"Toronto, ON",Staff Data Scientist,77364
IQVIA,"Kirkland, QC","Associate Director, Data Science/Machine Learning",77364
Prospect 33,Canada,Data Scientist,77364
Koïos Intelligence,"Montréal, QC",Data scientist,77364
University of Waterloo,"Waterloo, ON",Data Scientist,77364
Lightspark,"Vancouver, BC",Data Scientist,77364
Two Hat,"Kelowna, BC",Data Scientist,77364
Canadian Tire,"Toronto, ON",Senior Data Analyst,77364
"Cytel, Canada Health Inc","Toronto, ON",Research Associate (Data Analyst),77364
Absorb LMS,"Calgary, AB",Applied Data Scientist,77364
Morgan Stanley,"Montréal, QC",Data Scientist – Automated Market Making Team,77364
TextNow,Canada,"Senior/Staff Data Scientist, Product Analytics",77364
Yelp,"Toronto, ON",Data Science Manager - Marketplaces (Remote),77364
Microsoft,"Vancouver, BC",Senior Data Scientist,77364
Yelp,"Calgary, AB",Software Engineer - Machine Learning (Remote),77364
Capital Recruiting,None,Data Analyst,77364
McAfee,"Waterloo, ON",Sr. Data Scientist - Experimentation,77364
AbCellera Biologics,"Vancouver, BC",Data Scientist – Antibody Assessment,77364
Hopper,Canada,Senior Data Scientist,77364
Amazon Dev Centre Canada ULC,"Toronto, ON",Applied Scientist,77364
AbCellera,"Vancouver, BC",Data Scientist - Molecular & Cell Engineering,77364
Fujitsu,"Vancouver, BC","Operations Research Scientist/Data Scientist - Vancouver, Ca...",77364
DataRobot,"Toronto, ON",Data Scientist,77364
PagerDuty,Remote,Data Scientist Intern - Fall 2021,77364
Air Liquide,"Quebec City, QC",Data Science Associate - Montreal,77364
Instacart,Ontario,Senior Data Scientist,77364
Loopio,"Toronto, ON",Data Scientist,77364
AbCellera Biologics,"Vancouver, BC",Data Scientist - Molecular & Cell Engineering,77364
Mosaic North America,"Toronto, ON",Data Scientist,77364
Teck Resources Limited,"Vancouver, BC",Senior Data Scientist - RACE21,77364
Loblaw Companies Limited,"Brampton, ON","CO-OP, Data Science Health",77364
Veeva Systems,"Toronto, ON",Data Scientist - Commercial Analytics,77364
Paper,Quebec Province,Data Scientist,77364
Ubisoft,"Montréal, QC",Data Scientist – Statistics (User Research Lab),77364
Flinks,"Montréal, QC",Data Science Intern,77364
Instacart,Ontario,Senior Data Scientist,77364
SITA,"Montréal, QC",Senior Data Scientist ML & NLP expert,77364
AbCellera,"Vancouver, BC",Machine Learning Scientist - Sequence Space,77364
StackPros Inc.,"Toronto, ON",Big Data Developer,77364
Intact,"Quebec City, QC",Data Science Bilingual- 4 Month Co-op/Internship (Fall 2021)...,77364
Scarsin,"Markham, ON",Data Scientist/Time Series,77364
Loblaw Companies Limited,"Brampton, ON","Senior Data Analyst, Data Management",77364
Tigre Géant,"Ottawa, ON",Insights and Analytics Analyst,77364
District M,"Montréal, QC",Product Data Scientist,77364
Infinity Technology,"National Capital Region, ON",Senior Data Scientist,77364
Digital Extremes,"London, ON","Data Scientist: Pricing, Fraud, Monetization",77364
Parker Drilling Company,"Toronto, ON",Senior Business Intelligence Engineer (Data Science),77364
