Company,Location,Title,Salary
Advanced Analytics and Research Lab (AAARL,Toronto ON,Analytics Client Lead and Development,21000
WeyMedia Inc.,None,Senior Business Data Analyst,30000
TransLink,Metro Vancouver Regional District BC,Data Scientist - Bus Priority Programs,34282
ProCogia,Vancouver BC,Data Science Consultant,35000
ProCogia,None,Data Science Consultant,35000
Nidish LLC,Remote,Data Scientist,46800
CANN Forecast,Montréal QC,CANN FORECAST | Machine Learning/Statistical Analysis Intern...,47840
BC Pension Corporation,Victoria BC,Data Scientist,53900
DocuPet,Calgary AB,Data Analyst,70000
Oliver Solutions,Toronto ON,Data Science and Analytics (DAS,85000
Mastech InfoTrellis,Ottawa ON,Data Scientist,88452
Fuze HR Solutions Inc,None,Data Scientist,90000
Fuze HR Solutions Inc,None,Data Scientist,90000
Fuze HR Solutions Inc,None,Data Scientist,90000
Fuze HR Solutions Inc,None,Data Scientist,90000
Innovation Credit Union,Canada,Data Scientist,92629
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Canadian Security Intelligence Service,Ottawa ON,Data Scientist,105705
Advanced Analytics and Research Lab,Toronto ON,Advanced Analytics and Research Lab,112737
Relay Medical Corp.,None,Data Science / Machine Vision Intern,73561
autoTRADER.ca,None,Data Scientist,73561
TC Energy,"Calgary, AB",Integrity Data Scientist,73561
John Deere,Ontario,Data Wrangler,73561
Targeted Talent,"Quebec City, QC",Data Scientist,73561
Léger,None,Data Scientist,73561
None,None,Business Intelligence and Analytics Developer,73561
General Motors,Ontario,Data Scientist - CCA Co-Op (Spring 2021),73561
Integra Data & Analytic Solutions,"Calgary, AB",DATA SCIENTIST,73561
First Derivatives plc/Kx,"Mississauga, ON",Graduate Data Scientist,73561
AIR MILES,"Montréal, QC","Data Scientist, Co-Op",73561
Parkland Corporation,"Calgary, AB",Senior Data Scientist,73561
Parkland Corporation,"Calgary, AB",Data Scientist,73561
Yelp,Remote,Data Scientist (Remote),73561
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",73561
Ubisoft,"Montréal, QC",Data Scientist Assistant – Business (6 month minimum),73561
Kinsol Research,British Columbia,Data Scientist,73561
National Bank of Canada,"Montréal, QC",Data scientist,73561
Belcan,None,Data Scientist,73561
YORKVILLE UNIVERSITY & TORONTO FILM SCHOOL,"North York, ON",Data Scientist,73561
Amazon Dev Centre Canada ULC,"Toronto, ON",Senior Data Scientist,73561
RBC,"Toronto, ON","Data Scientist, Summer Student 2021 Opportunities",73561
Guestlogix,Remote,Data Scientist,73561
"Amazon Web Services Canada, In","Vancouver, BC",Data Scientist,73561
Qool Media Holdings,"Venice, AB",Senior Data Scientist,73561
Maxa AI,"Montréal, QC",Data Scientist,73561
Wysdom.AI,"Richmond Hill, ON",Data Scientist,73561
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",73561
Intact,"Quebec City, QC","Senior Data Scientist (Quebec City), Intact Lab",73561
Belcan,None,Data Scientist,73561
Grant Thornton,"Toronto, ON",Data Scientist,73561
Cvent,"Fredericton, NB",Senior Data Scientist,73561
McAfee,"Waterloo, ON","Data Scientist, Consumer Analytics",73561
SITA,"Montréal, QC",Data Scientist (Machine Learning/ Operation Research) Expert,73561
McAfee,"Waterloo, ON","Data Scientist, Consumer Analytics",73561
Zesty.ai,"Montréal, QC",Data Scientist (Machine Learning),73561
SITA,"Montréal, QC",Data Scientist (Machine Learning/ Operation Research) Expert,73561
Microsoft,"Vancouver, BC",Data & Applied Scientist,73561
Rogers Communications,None,"Sr Data Analyst, DTC",73561
goeasy,None,Business Intelligence (BI) Engineer,73561
Square,"Toronto, ON","Data Scientist, Point of Sale & Customers",73561
Betterfit,"Edmonton, AB",Backend Developer (Data Science),73561
Canadian National Railway,"Montréal, QC",Data Scientist,73561
Microsoft,"Vancouver, BC",Data Scientist,73561
Wish,"Toronto, ON",Data Scientist,73561
roomvu,"Vancouver, BC",Senior Data Scientist,73561
Belcan,None,Data Scientist,73561
Loblaw Companies Limited,"Toronto, ON",Data Scientist,73561
Oracle,"Kitchener, ON",Data Scientist,73561
thinkCOMPASS,"Vaughan, ON",Data Scientist,73561
Tonal,"Toronto, ON","Senior Data Scientist TORONTO, ONSOFTWARE",73561
Prodigy Game,None,"Data Scientist, Revenue & Modelling",73561
Trader Corporation,"Toronto, ON","Master, Data Scientist",73561
