Company,Location,Title,Salary
TransLink,Metro Vancouver Regional District BC,Data Scientist - Bus Priority Programs,34282
ProCogia,None,Data Science Consultant,35000
ProCogia,Vancouver BC,Data Science Consultant,35000
MSi Corp (Bell Canada,Montréal QC,Data Scientist,36400
Nidish LLC,Remote,Data Scientist,46800
BC Pension Corporation,Victoria BC,Data Scientist,53900
IDES CANADA INC,Whitchurch-Stouffville ON,Machine Learning Engineer/Data Scientist,65000
Solid State of Mind Inc.,Montréal QC,Machine Learning Developer,70000
DocuPet,Calgary AB,Data Analyst,70000
Resolute Workforce Solutions,None,Data Scientist/Machine Learning Engineer,72800
Resolute Workforce Solutions,None,Data Scientist/Machine Learning Engineer,72800
Resolute Workforce Solutions,None,Data Scientist/Machine Learning Engineer,72800
Resolute Workforce Solutions,None,Data Scientist/Machine Learning Engineer,72800
Juno College,Toronto ON,Data Science Instructor,77500
agileDSS,Montréal QC,Analyste d'affaires BI/Analytique,81306
Oliver Solutions,Toronto ON,Data Science and Analytics (DAS,85000
Fuze HR Solutions Inc,None,Data Scientist,90000
Fuze HR Solutions Inc,None,Data Scientist,90000
Fuze HR Solutions Inc,None,Data Scientist,90000
High Tech Genesis,Ottawa ON,data scientist,90000
Fuze HR Solutions Inc,None,Data Scientist,90000
Ministry of Children Community and Social Service...,Toronto ON,DATA SCIENTIST,90783
Innovation Credit Union,Canada,Data Scientist,92629
BluVec Technologies INC,Surrey BC,data scientist,95000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Advanced Analytics and Research Lab,Toronto ON,Advanced Analytics and Research Lab,112737
CybernetIQ,Waterloo ON,Big Data Engineer,115000
Charger Logistics Inc.,None,Data Scientist,75464
Overbond,"Toronto, ON",Junior Data Scientist,75464
autoTRADER.ca,None,Data Scientist,75464
Tangerine Bank,"North York, ON",Data Scientist - Tangerine,75464
Scotiabank,"Toronto, ON",Data Scientist,75464
Belcan,None,Data Scientist,75464
Infostrux Solutions,"Quebec City, QC","Data Scientist, Remote",75464
CIBC,"Toronto, ON","Junior Data Scientist, Cyber Security",75464
agileDSS,Remote,Data Scientist / Scientifique des données,75464
Profitable Software Inc.,"Vancouver, BC",Junior Data Scientist,75464
Microsoft,"Montréal, QC",Scientifique des données et appliqué/ Data & Applied Scienti...,75464
Power Factors,Remote,"Data Scientist, Solar & Storage",75464
John Deere,Ontario,Data Wrangler,75464
LNG Canada Development Inc.,"Calgary, AB","Data Engineer - Data and Analytics, Information",75464
Temetrix,"Ottawa, ON",DATA SCIENTIST,75464
Antuit.ai,"Toronto, ON",Lead Data Scientist,75464
ProNavigator,"Kitchener, ON",Senior Data Scientist,75464
Emerge Knowledge Design Inc.,"Winnipeg, MB",Data Analyst,75464
BW Group,Canada,RENEWABLE ENERGY DATA SCIENTIST,75464
YORKVILLE UNIVERSITY & TORONTO FILM SCHOOL,"North York, ON",Data Scientist,75464
Wave,Canada,Machine Learning Co-op - May 2021,75464
GoDaddy,British Columbia,Data Scientist - Domain Registrar and Investors,75464
Splunk,"Vancouver, BC",Applied Scientist- Remote BC or Ontario,75464
"Amazon Web Services Canada, In","Vancouver, BC",Data Scientist,75464
Aifred Health,"Montréal, QC",Senior Data Scientist / Machine Learning Developer,75464
Prodigy Game,None,"Data Scientist, Marketing & Web Analytics",75464
Stradigi AI,"Montréal, QC",Data Scientist,75464
Farm Credit Canada,"Regina, SK",Data Scientist (Senior Economist),75464
Asana,"Vancouver, BC",Data Scientist,75464
ThinkBeyond Inc,"Toronto, ON",Data Analytical Specialist/Scientist - Intermediate,75464
Moneris Solutions Corporation,"Etobicoke, ON",Sr Data Scientist,75464
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",75464
Oxford Properties,"Toronto, ON",Data Scientist Co-op (Summer 2021 4-month Term),75464
Belcan,None,Data Scientist,75464
Rogers Communications,None,"Head of Data, Insights & Analytics",75464
Prodigy Game,None,"Data Scientist, Sales & Customer Success",75464
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",75464
Oxford Properties,"Toronto, ON",Data Scientist Co-op (Summer 2021 4-month Term),75464
Deepcell,"Mountain View, AB",Research Data Scientist,75464
Sonova,"Kitchener, ON",Senior Data Analyst,75464
Financement agricole Canada,"Regina, SK",Data Scientist (Senior Economist),75464
Scotiabank,"Toronto, ON",Senior Data Scientist,75464
Manifest Climate,"Toronto, ON",Data Scientist,75464
Microsoft,"Vancouver, BC",Data & Applied Scientist,75464
Geotab,"Oakville, ON",Data Scientist,75464
autoTRADER.ca,None,Data Scientist,75464
Charger Logistics Inc.,None,Data Scientist,75464
Perpetua Labs,"Toronto, ON",Forward Deployed Data Scientist,75464
Millennium 1 Solutions,None,Business Insight Data Analyst,75464
Torstar,"Toronto, ON",Data Scientist,75464
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",75464
Koïos Intelligence,"Montréal, QC",Data scientist,75464
Loblaw Companies Limited,"Toronto, ON",Data Scientist,75464
Hopper,Canada,Senior Data Scientist,75464
Cvent,Remote,Senior Data Scientist,75464
Tucows,Ontario,Senior Data Analyst - Remote,75464
Microsoft,"Vancouver, BC",Senior Data Scientist,75464
Wawanesa,"Winnipeg, MB",Data Scientist I,75464
roomvu,"Vancouver, BC",Senior Data Scientist,75464
Picovoice Inc,"Vancouver, BC",Applied Speech Scientist,75464
RB,"Mississauga, ON",Data Scientist,75464
MightyHive,"Toronto, ON",Intern - Data Science,75464
IQVIA,Ontario,Data Analyst,75464
MobSquad,"Calgary, AB",Data Scientist,75464
Relay Medical Corp.,"Etobicoke, ON",Data Science / Machine Vision Intern,75464
Restaurant Brands International,"Toronto, ON","Data Scientist, People Analytics",75464
KPMG,"Montréal, QC","Data Analytics and Implementation Lead, KPMG Lighthouse",75464
Judi.ai,"Vancouver, BC",VP Data Science,75464
Amazon Dev Centre Canada ULC,"Vancouver, BC",Applied Scientist,75464
OSL Retail Services Inc,"Mississauga, ON",Vice President Business Analytics and Data,75464
Avanade,"Calgary, AB",Data & AI Technical Architect-CoE,75464
Awakedata,"Burnaby, BC",Data Scientist,75464
Unity Technologies,"Montréal, QC",Senior Data Scientist / Scientifique de données sénior,75464
KPMG,"Montréal, QC","Data Analytics and Implementation Lead, KPMG Lighthouse",75464
Marine Thinking Inc.,"Halifax, NS",Principal Data Scientist,75464
Tally,"Vancouver, BC",Data Analyst,75464
Unisync Group Ltd.,"Mississauga, ON",Data & Business Intelligence Architect,75464
Digital Extremes,"London, ON",Senior Data Scientist,75464
Vendasta,"Saskatoon, SK",Manager of Data Science,75464
Amazon Dev Centre Canada ULC,"Vancouver, BC",Applied Scientist,75464
Avanade,"Calgary, AB",Data & AI Technical Architect-CoE,75464
Unity Technologies,"Montréal, QC",Machine Learning Developer / Développeur en apprentissage au...,75464
Awakedata,"Burnaby, BC",Data Scientist,75464
Aviva,"Markham, ON",Data Scientist / Actuary,75464
CBC/Radio-Canada,Canada,Machine Learning Developer (English Services),75464
Resolver Inc.,Canada,Machine Learning Researcher,75464
Yelp,"Toronto, ON",Applied Scientist (Remote),75464
Cyber Chasse,Canada,Data Science,75464
fgf brands,"Greater Toronto Area, ON",Data Scientist,75464
Onstream Pipeline Inspection Services Inc.,"Calgary, AB",Tethered Inspection Senior Data Analyst,75464
Peritus.ai,"Montréal, QC",Data Scientist,75464
Scarsin,"Markham, ON",Data Scientist/Time Series,75464
Granify,"Edmonton, AB",Machine Learning Engineer,75464
CGI,"Ottawa, ON",Data Scientist,75464
Aurora Cannabis,"Vancouver, BC",Data Scientist,75464
Zynga,"Toronto, ON",Data Science Intern - Summer 2021,75464
Bosch Group,"Waterloo, ON",Machine Learning for Audio Analytics Intern,75464
Ainsworth,"Oshawa, ON",Senior Data Analyst,75464
Onstream Pipeline Inspection Services Inc.,"Calgary, AB",Tethered Inspection Senior Data Analyst,75464
"Amazon.com.ca, Inc.","Vancouver, BC",Machine Learning Scientist,75464
OGGN Inc.,Remote,Data Scientist (AI/ML),75464
BOEING,"Vancouver, BC",Analytics Business Operations Intern,75464
Saskatchewan Polytechnic,"Saskatoon, SK",Artificial Intelligence and Data Analytics post graduate ins...,75464
BC IMC,"Victoria, BC",Senior Data Scientist,75464
Praemo,"Kitchener, ON",Data Scientist,75464
Intact,"Quebec City, QC","Senior Data Scientist (Quebec City), Intact Lab",75464
Picovoice Inc,"Vancouver, BC",Deep Learning Engineer,75464
Best Buy,Canada,Business Intelligence and Analytics Developer,75464
fgf brands,"Greater Toronto Area, ON",Data Scientist,75464
Gartner,"Quebec City, QC","Principal, Data Science And Machine Learning Development",75464
Alberta Pensions Services,"Edmonton, AB",21-03 Analytics and Data Science Specialist,75464
Critical Mass,"Calgary, AB",Marketing Science Analyst (Digital Analytics),75464
Ainsworth,"Oshawa, ON",Senior Data Analyst,75464
Zynga,"Toronto, ON",Data Science Intern - Summer 2021,75464
Vendasta,"Saskatoon, SK",Manager of Data Science,75464
Resolver Inc.,Canada,Machine Learning Researcher,75464
CGI,"Ottawa, ON",Data Scientist,75464
Scarsin,"Markham, ON",Data Scientist/Time Series,75464
Element AI,"Toronto, ON","Chercheuse/Chercheur scientifique, recherche appliquée - Sér...",75464
Igloo Software,"Kitchener, ON",Business Data Scientist,75464
IFS,"Ottawa, ON",Senior Data Scientist,75464
Enterprise Solutions Inc,None,Data Analytics,75464
Rogers Communications,None,"Head of Data, Insights & Analytics",75464
Charger Logistics Inc.,None,Data Scientist,75464
autoTRADER.ca,None,Data Scientist,75464
Belcan,None,Data Scientist,75464
SoundHound Inc.,"Toronto, ON","Senior Machine Learning Scientist, Natural Language Processi...",75464
360insights,"Moncton, NB",Data Analyst,75464
Lightspark,"Vancouver, BC",Data Scientist,75464
Patriot One Technologies,"Toronto, ON",Lead Data Scientist,75464
ChilliConnect,"Montréal, QC",Senior Data Scientist / Scientifique de données sénior,75464
LandSure Systems,"Vancouver, BC","Manager, Data Analytics",75464
Providence Health Care,"Vancouver, BC",Data Scientist,75464
ChilliConnect,"Vancouver, BC","Machine Learning Intern (ML-Agents), AI@Unity",75464
Ontario Energy Board,"Toronto, ON",Summer Student - Performance Analytics & Reporting,75464
Millennium 1 Solutions - FR,None,Analyste de données en perspectives d’affaires / Business In...,75464
MightyHive,"Toronto, ON",Data Scientist,75464
Jumio Corporation,"Montréal, QC",Machine Learning Engineer,75464
BlueDot Inc.,"Toronto, ON",Epidemiologist - Predictive Modeling Specialist,75464
