Company,Location,Title,Salary
MSi Corp (Bell Canada,Montréal QC,Data Entry Analyst,19760
Phase 5 Consulting Group Inc.,Ottawa ON,Marketing Research Analyst,20000
Phase 5 Consulting Group Inc.,Ottawa ON,Marketing Research Analyst,20000
Bartech Canada,Oakville ON,marketing analyst,26000
XK Holdings Inc.,Bedford NS,investment analyst,26500
DNSSAB,North Bay ON,housing policy analyst,26877
True North Labour Inc.,Burnaby BC,analyst database,30680
VidCruiter,Montréal QC,Marketing Data Analyst,37500
Metrolinx,Toronto ON,Rail Performance Management Analyst,40840
ATOM AUTO PARTS,Markham ON,data analyst - informatics and systems,41600
Cloud IT!,Concord ON,computer systems analyst,41600
AWM Financial Service Inc,Richmond Hill ON,data analyst - informatics and systems,41600
RecallMax,None,Software UI Designer/ Data Analyst,46800
Q & A BP Consulting,Vaughan ON,Junior Data Analyst,47672
The University of Manitoba,Winnipeg MB,Data Analyst,56766
McCallum and Pinard Solutions Inc.,Lively ON,systems technical support analyst,60444
Clarity.ca Inc.,None,Data Analyst,62500
EDC,Ottawa ON,Analyst Business Intelligence,66800
SaskTel,Saskatoon SK,Business Metrics Analyst,69014
Newfoundland and Labrador Centre for Health Inform...,St. John's NL,Business Analyst (EMR Program - 2021 BA 005,73661
Ministry of Health,Kingston ON,PROGRAM ANALYST,77373
Synoptek,Saint John NB,Data Analyst,77500
Public Service Commission of Canada,Canada,Policy and Data Analyst - Careers for Persons with Disabilit...,77619
PHSA,Vancouver BC,Data Analyst Health Surveillance- Anti-biotic Consumption Re...,77896
McGill University,Montréal QC,Analyst,78920
McGill University,Montréal QC,Data Analyst,78920
Bakker Tailored Staffing,None,Data Analyst,90480
City of Edmonton,Edmonton AB,Strategy Team Data Analyst (Methods Analyst I,90552
Yukon Government,Whitehorse YT,Policy Analyst,92078
City of Mississauga,Mississauga ON,Security Business Analyst,94078
Natural Resources Canada,Ottawa ON,Policy & Compliance Analyst,95308
Dawn InfoTek Inc.,Toronto ON,Data Analyst (Spanish Speaking,109200
Dempton Services Professionnels,Montréal QC,analyst computer,122500
CorGTA Inc.,None,Data Analyst - 55.00 - 75.00 p/h - Contract,135200
Academic Career Excellence,Toronto ON,Data Analyst,156000
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
Accreon Inc.,"Fredericton, NB",Data Analyst,66006
Gameloft,"Toronto, ON",Game Data Analyst,66006
Ubisoft,"Montréal, QC",Data Visualization Specialist,66006
Bouclair,"Pointe-Claire, QC",Customer Data Analyst,66006
Loblaw Companies Limited,"Brampton, ON",Data Science Analyst,66006
CDL Rapid Screening Consortium,"Toronto, ON",Data Analyst,66006
OMERS,"Toronto, ON",Data Analytics Analyst,66006
Microsoft,"Vancouver, BC",Data Analyst,66006
AgencyAnalytics,Remote,Data Analyst,66006
Moneris Solutions Corporation,"Etobicoke, ON",Sr Business Data Analyst,66006
University of Waterloo,"Waterloo, ON",Data Analyst,66006
Thales Group,"Burlington, ON",Data Industrialization Analyst,66006
Covenant House Vancouver,"Vancouver, BC",Data Analyst,66006
Fraser Health,"Surrey, BC","Information and Data Analyst, Population Health Observatory",66006
Ontario Teachers' Insurance Plan,"Waterloo, ON",Business Systems Analyst – Data Specialist,66006
Suncor Energy Services,"Calgary, AB","Analyst, Data Analytics",66006
Canadian Niagara Hotels,"Niagara Falls, ON",Junior Data Analyst,66006
Ubisoft,"Montréal, QC",Programmer Analyst (Java - Big Data),66006
SickKids,"Toronto, ON",Data Analyst,66006
BC Public Service,"Abbotsford, BC",ISL 18R - Junior Business Analyst,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
The Co-operators,"Quebec City, QC",BI Analyst III - Developer,66006
Day & Ross Inc.,"Hartland, NB",Operations Analyst,66006
Numeris,"North York, ON",Data Insights Analyst,66006
Canadian Tire,"Toronto, ON","Data Analyst, Digital Personalization",66006
SSENSE,"Montréal, QC",Data Governance Analyst - Level 2,66006
Queen's University,"Kingston, ON",User Support Analyst,66006
CPP Investments,"Toronto, ON","Senior Business Analyst, Technology & Data Delivery",66006
Walmart Canada,"Calgary, AB","Analyst, Planning & Continuous Improvement (12 Month Contrac...",66006
Dentons Canada,"Calgary, AB",Data Analyst,66006
Wrapbook,Ontario,Data Analyst/Analytics Lead,66006
Rogers Communications,"Toronto, ON",Senior Analyst Planning Data Specialist,66006
KABS,"Longueuil, QC",Analyste Vérification de données - Data Review Analyst,66006
SkipTheDishes,"Winnipeg, MB",Business Intelligence Analyst,66006
Baffinland Iron Mines,"Mary River, NU",Health and Safety Analyst,66006
PointClickCare,Remote,Data Insights & Business Analyst,66006
Earl's Holdings Ltd.,"Vancouver, BC",Data Support Analyst,66006
JLL,"Calgary, AB",Senior Research Analyst,66006
Assa Abloy,"Vaughan, ON",Business/Sales Analyst,66006
Canadian Light Source Inc.,"Saskatoon, SK",Data Analyst II,66006
INTERIOR HEALTH AUTHORITY,"Kelowna, BC","BUSINESS ANALYST, MAJOR CAPITAL PROJECTS",66006
Air Canada,"Dorval, QC",Business Insights Analyst,66006
Electronic Arts,"Vancouver, BC",Sr. Data Analyst - DTS Analytics,66006
Moneris Solutions Corporation,"Etobicoke, ON",Sr Business Data Analyst,66006
TD Bank,"Toronto, ON",Distribution Geospatial Intelligence Analyst Intern/Co-op,66006
Bold Commerce,"Calgary, AB",Senior Data Analyst,66006
Electronic Arts,"Vancouver, BC",Senior Data Analyst - EAX QV,66006
Scotiabank,"Etobicoke, ON",Senior Network Analyst (Data Centre / Critical Facilities),66006
Maples Group,"Montréal, QC",Data and Reporting Analyst,66006
Fraser Health,"Surrey, BC","Analyst, Business Systems",66006
CPQI,"Toronto, ON",Murex Business Analyst,66006
Mackenzie Health,"Richmond Hill, ON",Data Quality Analyst,66006
EllisDon Corporation,"Mississauga, ON",Data Analyst,66006
EY,"Halifax, NS",Staff Data Analyst,66006
Zero11,"Abbotsford, BC",Data Warehouse Analyst,66006
TCP Network Services Inc.,"Mississauga, ON",Reporting Analyst,66006
RBC,"Toronto, ON",Sr. Business Analyst,66006
Nature's Way Canada,"Dartmouth, NS",E-Commerce Analyst,66006
Trimble,"Vancouver, BC",Application Analyst/Developer,66006
Maplewave,"Dartmouth, NS",Business Technical Analyst,66006
BMO Financial Group,"Toronto, ON","Data Analyst, Finance and Enterprise Risk",66006
D2L,"Kitchener, ON",Business Analyst,66006
QSI Inc,"Ottawa, ON",Intermediate Data Analyst,66006
Suncor Energy Services,"Calgary, AB",Data Visualization Developer,66006
WestJet,"Calgary, AB","Business Analyst, ServiceNow",66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
None,None,None,66006
Cameco,None,"Analyst, Enterprise Data & Business Intelligence",66006
TD Bank,"Toronto, ON",Distribution Geospatial Intelligence Analyst Intern/Co-op,66006
Evercore,"Montréal, QC",Data Analyst,66006
CGI,"Halifax, NS",Data Technical Analyst,66006
Lucova,"Toronto, ON",Data Analyst,66006
DHL | Supply Chain,"Ancaster, ON",Logistics Analyst,66006
Rogers Communications,"Toronto, ON","Senior Analyst- Data Analytics, Connected Home Performance",66006
Earl's Holdings Ltd.,"Vancouver, BC",Data Support Analyst,66006
Softchoice,None,Data Quality Analyst,66006
ROSS Recruitment,None,Senior Pricing Analyst,66006
BioScript Solutions,None,Business Systems Analyst,66006
Fastco,None,ERP Business Analyst,66006
Fastco Canada,"Vaudreuil-Dorion, QC",Pricing Analyst,66006
resulta,"Bedford, QC",Business Intelligence Specialist,66006
Brookfield Asset Management,"Toronto, ON",Data Analyst,66006
RBC,"Halifax, NS","Business/Operations Analyst, Fall 2021 Student Opportunities...",66006
Roche,"Mississauga, ON",Business Analyst,66006
Queen's University,"Kingston, ON",Senior Prospect Management Analyst,66006
SSENSE,"Montréal, QC",Data Governance Analyst - Level 2,66006
NTT DATA Services,"Halifax, NS",Healthcare Payer - Data Analyst,66006
Gameloft,"Toronto, ON",Game Data Analyst,66006
Morneau Shepell,"Markham, ON",Business Systems Analyst,66006
Colliers International,"Montréal, QC",Valuation Analyst,66006
