Company,Location,Title,Salary
WayBase,Burlington ON,Jr. Data Analyst,16640
FanSaves,Ottawa ON,Sports Market Research Analyst,17680
North Shore Canada Inc.,Simcoe ON,Data Analyst,18720
ITRAK 365,Calgary AB,software technical support analyst,19760
MSi Corp (Bell Canada,Montréal QC,Data Entry Analyst,19760
XK Holdings Inc.,Bedford NS,investment analyst,26500
NORTHERN LIGHTS SEAFOOD INC.,Corner Brook NL,analyst investments,27040
BC Aboriginal Child Care Society,West Vancouver BC,Research and Data Analyst,27500
TCP Network Services Inc.,Mississauga ON,analyst database,28500
Novitech Inc.,Vaughan ON,Data Analyst Trainee,42500
EPCOR,Edmonton AB,Analyst Energy Pricing,44720
RecallMax,None,Software UI Designer/ Data Analyst,46800
Q & A BP Consulting,Vaughan ON,Junior Data Analyst,47672
WCB Alberta,Edmonton AB,Data Visualization Specialist,50514
Province of Nova Scotia,Halifax NS,Policy Analyst (Research & Stat Officer 2,56526
Tarion Warranty Corporation,Toronto ON,Audit Analyst,60000
Clarity.ca Inc.,None,Data Analyst,62500
Clarity.ca Inc.,None,Data Analyst,62500
Luvinova Technologies,Haines Junction YT,database analyst,64480
Niagara Region,Niagara ON,Customer Service Analyst,68015
University Health Network,Toronto ON,Clinical Research Analyst,70616
Newfoundland and Labrador Centre for Health Inform...,St. John's NL,Business Analyst (EMR Program - 2021 BA 005,73661
Ministry of Health,Kingston ON,PROGRAM ANALYST,77373
McGill University,Montréal QC,Data Analyst,78920
McGill University,Montréal QC,Data Analyst,78920
McGill University,Montréal QC,Analyst,78920
TekStaff IT Solutions,None,Business Analyst,84240
Island Health,Victoria BC,Business Analyst,84822
NL and Labrador Center for Health Info.,Newfoundland and Labrador,EMR Applications Analyst II,86112
York Region,Newmarket ON,Statistical Program Data Analyst,88108
York Region,Newmarket ON,Statistical Program Data Analyst,88108
Natural Resources Canada,Ottawa ON,Policy & Compliance Analyst,95308
Government of Saskatchewan,Regina SK,Senior Data/Report Analyst,96106
Toronto Transit Commission,Toronto ON,Senior Business Intelligence Analyst,107899
Dempton Services Professionnels,Montréal QC,analyst computer,122500
None,None,Data Analyst – Voice of Customer,60569
ABB,"Saint-Laurent, QC",INTERNSHIP - Data Analyst Intern,60569
Best Buy,Canada,Data Analyst – Voice of Customer,60569
Toyota Motor Manufacturing Canada,None,Materials Parts Ordering Analyst,60569
Electronic Arts,"Vancouver, BC",Fall 2021 Data Analyst Co-Op (Sports Analytics),60569
Teck Resources Limited,"Sparwood, BC",Environmental Data Analyst,60569
Bouclair,"Pointe-Claire, QC",Customer Data Analyst,60569
AgencyAnalytics,Remote,Data Analyst,60569
Source Atlantic,"Saint John, NB",Data Analyst,60569
