Company,Location,Title,Salary
NAIT,Edmonton AB,Applied Data Scientist - Summer Student,17513
Elections Ontario,None,Data Analyst,29872
MSi Corp (Bell Canada,Toronto ON,Business Intelligence Developer,31200
MSi Corp (Bell Canada,Ottawa ON,Data Science Programmer,31200
Agriculture Financial Services Corporation,Lacombe AB,Data Science - Summer Student,50211
Goodbye Graffiti,Vancouver BC,Data Analyst (Contract,51000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Juno College,Toronto ON,Data Science Instructor,77500
AcuityAds Inc.,Toronto ON,Jr. Data Scientist Machine Learning,80000
VINN,Victoria BC,Data Scientist,90000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
ZeroKey,None,Senior Applied Research Scientist,112500
Samiti Technology,Toronto ON,Data Analytical Scientist,114400
Power Factors,None,"Data Scientist, Solar & Storage (Remote)",73633
OSL Retail Services Inc,None,Data Scientist,73633
Business Development Bank of Canada,None,DATA SCIENTIST,73633
Opta Information Intelligence Corp.,"Markham, ON",Data Scientist,73633
Pani Energy Inc,"Victoria, BC",Data Scientist,73633
Absorb LMS,"Calgary, AB",Applied Data Scientist,73633
CIBC,"Toronto, ON",Sr. Data Scientist,73633
PointClickCare,Remote,Data Scientist,73633
Launchtrip,"Vancouver, BC",A.I. / Data Scientist,73633
CGI Inc,"Ottawa, ON",Data Scientist,73633
Amazon Dev Centre Canada ULC,"Toronto, ON",Data Scientist,73633
Yelp,Remote,Data Scientist (Remote),73633
Scotiabank,"Toronto, ON",Data Scientist,73633
National Bank of Canada,"Montréal, QC",Data Scientist IFRS9 Provisioning Models,73633
Launchtrip,"Vancouver, BC",A.I. / Data Scientist,73633
Belcan,None,Data Scientist,73633
Microsoft,"Vancouver, BC",Data Scientist,73633
RBC,"Toronto, ON",Senior Data Scientist,73633
Bowen Group,None,"DIRECTOR, DATA SCIENCE",73633
Nuvoola,"Chambly, QC",Data Scientist,73633
Apotex Inc.,"Etobicoke, ON","ST-Data Scientist, Production Technical (12-16 Months)",73633
Staples Canada,"Richmond Hill, ON","Data Scientist, Supply Chain/Customer Profitability",73633
Trader Corporation,"Toronto, ON",Data Scientist,73633
SkipTheDishes,"Calgary, AB",Data Scientist,73633
CakeAI,"Toronto, ON",Data Scientist,73633
OMERS,"Toronto, ON",Data Scientist,73633
Vancity,"Vancouver, BC",Data Scientist and Analyst Consultant,73633
Two Hat,"Kelowna, BC",Data Scientist,73633
University of Reading,Ontario,Data Scientist - KTP Associate,73633
Integra Data & Analytic Solutions,"Calgary, AB",DATA SCIENTIST,73633
Twitter,"Toronto, ON",Staff Data Scientist - Product,73633
Belcan,None,Data Scientist,73633
BOEING,"Vancouver, BC",Senior Data Scientist,73633
EY,"Halifax, NS",Staff Data Analyst,73633
Mosaic North America,"Toronto, ON","Scientist, Data",73633
Shift Technology,"Toronto, ON",Data Scientist - Canada,73633
Stantec,"Vancouver, BC",Major Projects Data Scientist,73633
National Bank of Canada,"Montréal, QC",Data Scientist Credit Risk Models,73633
BMO Financial Group,"Toronto, ON",Data Scientist,73633
Amazon Advertising Canada Inc.,"Toronto, ON",Senior Data Scientist - Ads Measurement Science,73633
ProNavigator,"Kitchener, ON",Senior Data Scientist,73633
BRP,"Montréal, QC","Lead, Data Scientist",73633
Scotiabank,"Toronto, ON","Director, Data Science",73633
Guestlogix,Remote,Data Scientist,73633
Enverus,"Calgary, AB",Data Engineer (Data Science),73633
Nakisa,"Montréal, QC",Data Scientist,73633
Microsoft,"Vancouver, BC",Data & Applied Scientist,73633
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",73633
Manulife,"Toronto, ON",Data Scientist,73633
Sonova,"Kitchener, ON",Data Scientist,73633
PokerStars,"Toronto, ON",Senior Data Analyst,73633
Deepcell,"Mountain View, AB",Head of Data Science / AI,73633
The Chapman Group,"Fredericton, NB",Data Analyst,73633
Amazon Advertising Canada Inc.,"Toronto, ON",Senior Data Scientist - Ads Measurement Science,73633
ProNavigator,"Kitchener, ON",Senior Data Scientist,73633
BRP,"Montréal, QC","Lead, Data Scientist",73633
Cardinal Path,"Toronto, ON",Data Scientist,73633
Scotiabank,"Toronto, ON","Director, Data Science",73633
Maxa AI,"Montréal, QC",Data Scientist,73633
Bank of Canada,None,Senior Data and Analytics Specialist,73633
Bell Canada,None,"Data Scientist, Future Opportunity",73633
Power Factors,None,"Data Scientist, Solar & Storage (Remote)",73633
Scotiabank,None,"Manager, Data Analytics",73633
Business Development Bank of Canada,None,DATA SCIENTIST,73633
Koïos Intelligence,"Montréal, QC",Data scientist,73633
SnapTravel,"Toronto, ON",Senior Data Analyst,73633
Thinking Capital,"Ottawa, ON",Data Scientist,73633
Bell Canada,"Don Mills, ON",Data Scientist,73633
Zesty.ai,"Montréal, QC",Data Scientist (Machine Learning),73633
TELUS,Canada,"Manager, Advanced Analytics & Data Products | TELUS Digital",73633
Slalom Consulting,"Vancouver, BC",Data & Analytics Leader,73633
Egg Farmers of Canada,"Ottawa, ON",Data Analytics Specialist,73633
Qool Media Holdings,"Venice, AB","Principal Data Scientist, Programmatic Bidding",73633
Eastside Games,Remote,Game Data Analyst,73633
SMART Technologies,"Calgary, AB",Data Engineer,73633
Ballard Power Systems Inc.,"Burnaby, BC",Data Analyst,73633
Loblaw Companies Limited,"Brampton, ON",Data Scientist(ML-Ops),73633
Brain Finance,"Montréal, QC",Data Scientist,73633
Tonal,"Toronto, ON","Senior Data Scientist TORONTO, ONSOFTWARE",73633
Ameya Cloud Solutions,"Mississauga, ON",Senior Data Analyst,73633
Thinking Capital,"Ottawa, ON",Data Scientist,73633
Belcan,None,Data Scientist,73633
Egg Farmers of Canada,"Ottawa, ON",Data Analytics Specialist,73633
Aviva,"Markham, ON",Machine Learning Engineer,73633
Ubisoft,"Montréal, QC","Manager, Data Science, Audience Science",73633
OMERS,"Toronto, ON","Director, Finance Data & Analytics",73633
Loblaw Companies Limited,"Brampton, ON",Data Scientist(ML-Ops),73633
BMO Financial Group,"Toronto, ON",Senior Data Scientist - Private Wealth,73633
Chi Square Economics,"Toronto, ON","HEAD OF ECONOMIC CONSULTING AND DATA SCIENCE – TORONTO, CANA...",73633
Saskatchewan Polytechnic,"Regina, SK",Artificial Intelligence and Data Analytics post graduate ins...,73633
Bowen Group,None,"DIRECTOR, DATA SCIENCE",73633
Thoughtexchange,Canada,Machine Learning Engineer,73633
Bentley Systems,"Quebec City, QC",Applied AI Scientist II,73633
Intact,"Toronto, ON",Data Scientist Technical Lead (Toronto),73633
IPG Mediabrands,"Toronto, ON",Initiative - Senior Data Analyst,73633
TD Bank,"Toronto, ON","Manager, Process Innovation & Data Analytics",73633
Zesty.ai,"Montréal, QC",Data Scientist (Machine Learning),73633
Zynga,"Toronto, ON",Data Scientist 2,73633
Arteria AI,"Toronto, ON",NLP Data Scientist,73633
AltaML Inc./Janalta Interactive Inc.,"Calgary, AB",Machine Learning Team Lead,73633
Blockthrough,"Toronto, ON",Director of Data Science,73633
Torstar,"Toronto, ON",Data Scientist,73633
Aviva,"Markham, ON",Product Manager – Data Science,73633
Moz,British Columbia,Sr. Data Analyst,73633
Bowen Group,None,"DIRECTOR, DATA SCIENCE",73633
Jam City,"Toronto, ON",Senior Data Analyst,73633
Deloitte,"Toronto, ON","SAP - Data & AI Specialist, Omnia AI",73633
Torstar,"Toronto, ON",Data Scientist,73633
Cyber Chasse,Canada,Data Science,73633
Aviva,"Markham, ON",Product Manager – Data Science,73633
Moz,British Columbia,Sr. Data Analyst,73633
Jam City,"Toronto, ON",Senior Data Analyst,73633
IQVIA,"Kirkland, QC",Data Analyst (Required-bilingual French & English),73633
Microsoft,"Vancouver, BC",Data Analyst,73633
EnPowered,"Kitchener, ON",Data Scientist,73633
Avanade,"Calgary, AB",Data AI Territory Industry Offering Lead Western Canada,73633
Fortinet,"Burnaby, BC",Data Science Developer,73633
Deloitte,"Toronto, ON","Manager, Data Analytics, Financial Advisory",73633
Auvik Networks,Ontario,Data Scientist,73633
OMERS,"Toronto, ON","Director, Finance Data & Analytics",73633
IHS Markit,"Calgary, AB",2021 Graduate Program – Financial Risk Analytics – Software...,73633
Aviva,"Markham, ON","Manager, Data Science Engineering",73633
JLL,"Toronto, ON","Manager, Enterprise Data Analytics",73633
The Boiler Inspection and Insurance Company of Can...,"Toronto, ON","Director, Data Strategy and Analytics",73633
