Company,Location,Title,Salary
Dunroe,Calgary AB,Data Scientist (Summer Intern,15600
Advanced Analytics and Research Lab (AAARL,Toronto ON,Analytics Client Lead and Development,21000
ESG Data Services Inc,Toronto ON,Remote Software Developer (Python NLP,37740
DMG BLOCKCHAIN SOLUTIONS,Vancouver BC,Junior Data Scientist,54000
DMG BLOCKCHAIN SOLUTIONS,Vancouver BC,Junior Data Scientist,54000
ClickDishes Inc.,Vancouver BC,data analyst - informatics and systems,56000
Department of Social Development,Fredericton NB,Data Scientist,68757
NORQUEST COLLEGE,Edmonton AB,DATA SCIENTIST,75067
Juno College of Technology,Toronto ON,Data Science Instructor,77500
Plus10,None,Data Scientist,85000
Cadre,None,Data Scientist (Remote),54466
Lannick,None,Data Scientist,54466
RBC,"Toronto, ON","Jr. Data Scientist, Fall 2021 Student",54466
Earth Rated,"Montréal, QC",Data Scientist,54466
TD Bank,"Montréal, QC",Data Scientist I,54466
TELUS,"Calgary, AB",Data Scientist,54466
OMERS,"Toronto, ON",Data Scientist,54466
sgsco,"Toronto, ON",Data Scientist,54466
Rogers Communications,"Toronto, ON",Data Scientist,54466
Ciena,"Ottawa, ON",Fall Co op/Intern: Data Scientist,54466
ICBC,"North Vancouver, BC",Data Scientist,54466
Jumio Corporation,"Montréal, QC",Data Scientist - Risk Scoring,54466
Leger,"Toronto, ON",DATA SCIENTIST,54466
Novisto,"Montréal, QC",Data Scientist,54466
BOEING,"Vancouver, BC",Data Scientist,54466
Lululemon,"Vancouver, BC",Data Scientist,54466
SSENSE,"Montréal, QC",Data Scientist - Insights,54466
Ontario Teachers' Pension Plan,"Toronto, ON",Intern- Data Analytics (4 month contract),54466
Attabotics,"Calgary, AB",AI Developer / Data Scientist,54466
CakeAI,"Toronto, ON",Data Scientist,54466
Absorb LMS,"Calgary, AB",Applied Data Scientist,54466
Microsoft,"Vancouver, BC",Applied Scientist 1,54466
Two Hat,"Kelowna, BC",Data Scientist,54466
Telesat,"Ottawa, ON",Data Scientist,54466
Microsoft,"Vancouver, BC",Sr. Data & Applied Scientist,54466
OMERS,"Toronto, ON",Data Scientist,54466
Ubisoft,"Montréal, QC","Data Analyst, Subscription",54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
None,None,None,54466
Munich RE,"Toronto, ON",Data Scientist / Senior Data Scientist - North American Inte...,54466
Carta,"Waterloo, ON",Product Data Scientist,54466
Geotab,"Oakville, ON",Applied Data Scientist,54466
Overbond,"Toronto, ON",Data Scientist,54466
SkipTheDishes,"Calgary, AB",Data Scientist,54466
TextNow,Canada,"Senior/Staff Data Scientist, Product Analytics",54466
Axiom Zen,"Vancouver, BC",Senior Data Scientist,54466
1QBit,"Vancouver, BC","Applied Scientist, Machine Learning",54466
Stantec,"Vancouver, BC",Major Projects Data Scientist,54466
Loblaw Companies Limited,"Brampton, ON","Senior Data Analyst, Data Management",54466
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",54466
Deepcell,"Mountain View, AB",Research Data Scientist,54466
Veeva Systems,"Toronto, ON",Data Scientist - Commercial Analytics,54466
CBC/Radio-Canada,Canada,Machine Learning Developer (English Services),54466
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",54466
Munich RE,"Toronto, ON",Data Scientist / Senior Data Scientist - North American Inte...,54466
Transit App,"Montréal, QC",Data Scientist,54466
Tonal,"Toronto, ON","Senior Data Scientist, GANs TORONTO, ONSOFTWARE",54466
Nuvoola,"Chambly, QC",AI Scientist,54466
Wish,"Toronto, ON",Data Scientist - Data & Relevancy,54466
SkipTheDishes,"Calgary, AB",Data Scientist,54466
Yelp,"Toronto, ON",Applied Scientist - Trust and Safety (Remote),54466
CAE Inc.,"Saint-Laurent, QC",Scientifique des données / Data Scientist,54466
OGGN Inc.,Remote,Data Scientist (AI/ML),54466
Yelp,"Toronto, ON",Data Science Manager - Marketplaces (Remote),54466
AbCellera Biologics,"Vancouver, BC",Data Scientist – Antibody Assessment,54466
Alcumus,"Toronto, ON",Data Scientist,54466
Stradigi AI,"Montréal, QC",Data Scientist,54466
RWDI,"Guelph, ON",Scientist/Engineer - Applied Climatology,54466
Stantec,"Vancouver, BC",Major Projects Data Scientist,54466
Associated Engineering Group of Companies,"Calgary, AB",Climate Data Scientist,54466
Deloitte,"Toronto, ON","Data Scientist, Omnia AI",54466
MNP,"Calgary, AB",Machine Learning Engineer,54466
TD Bank,"Markham, ON",Senior Analyst - Data Scientist,54466
District M,"Montréal, QC",Product Data Scientist,54466
Geotab,"Oakville, ON",Applied Data Scientist,54466
Fiddlehead,"Moncton, NB",Data Scientist,54466
Splunk,"Vancouver, BC",Applied Scientist (Machine Learning) - Remote BC or Ontario,54466
Coffee Meets Bagel,"Toronto, ON",Senior Product Data Scientist,54466
Stradigi AI (Française),"Montréal, QC",Data Scientist,54466
"Amazon Web Services Canada, In",Canada,Principal Data Scientist - AWS Professional Services,54466
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",54466
IFS,"Ottawa, ON",Data Scientist,54466
Zynga,"Toronto, ON",Data Scientist 3,54466
Awakedata,"Burnaby, BC",Data Scientist,54466
Coffee Meets Bagel,"Toronto, ON",Senior Product Data Scientist,54466
EPAM Systems,"Montréal, QC",Lead Data Scientist,54466
Yelp,"Toronto, ON",Data Science Analyst (Remote),54466
Avanade,"Calgary, AB",Data AI Territory Industry Offering Lead Western Canada,54466
