Company,Location,Title,Salary
J.D. Power,London ON,Automotive Data Analyst,17680
StorageVault Canada Inc.,None,Workforce Management Analyst,18720
Parmida E-commerce,None,Data Analyst,22500
Bake Tour Inc.,Vancouver BC,Data Analyst,22880
Inland Empire United Way,Riverside ON,211 Data Analyst,22880
Child Development Institute,Markham ON,Research Data Analyst,30816
SkyIT Services Ltd.,Calgary AB,IT Business Analyst,37440
North Vista Immigration Consultants Inc.,Mississauga ON,database analyst,37960
North Vista Immigration Consultants Inc.,Mississauga ON,database analyst,37960
Scott Street Medical Centre,St. Catharines ON,database analyst (DBA,40560
Nunavut Government,Iqaluit NU,Data and Reporting Analyst,40930
Rogers Authorized Dealer,None,Data Analyst,45000
Rogers Authorized Dealer,None,Data Analyst,45000
The Bradford Group,None,Data Analyst,47500
The Bradford Group,None,Data Analyst,47500
Edmonton Airports,Edmonton AB,NEW Data and Analytics Analyst,53154
FIRSTONTARIO CREDIT UNION,None,Quality Analyst,53253
Hands the Family Help Network,None,1624-21 Data Analyst,58032
TCU Financial Group,Saskatoon SK,Business Intelligence Analyst (Power BI,64800
Indeed,None,International Product Analyst- Canada,65000
Saskatchewan Polytechnic,Saskatchewan,IT Business Analyst,65292
NTT DATA Services,Halifax NS,Business Analyst (Data Analysis & Healthcare Payer,67600
Field Safe Solutions,Kitimat BC,Support Analyst,70000
DocuPet,None,Data Analyst,70000
DocuPet,None,Data Analyst,70000
Public Health Ontario,Toronto ON,Health Analyst - 21-0126,72776
Niagara Region,Niagara ON,Data Analyst,74520
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
CITY OF BRANTFORD,Brantford ON,Data & Program Analyst - Housing Stability (up to 3 year con...,81941
CITY OF BRANTFORD,Brantford ON,Data & Program Analyst - Housing Stability (up to 3 year con...,81941
City of Brampton,Brampton ON,ANALYST HRMS BUSINESS (12-MONTH CONTRACT,84921
Government of the Northwest Territories,Yellowknife NT,Management Board Secretariat Analyst,122000
Government of the Northwest Territories,Yellowknife NT,Management Board Secretariat Analyst,122000
MSi Corp (Bell Canada,Toronto ON,Business Systems Analyst,150800
Earth Rangers,None,Data Analyst,59409
Iovate Health Sciences International Inc.,None,Master Data Analyst,59409
Western Financial Group,None,Business Analyst,59409
BluWave-ai,"Ottawa, ON",Data Analyst (New Graduates),59409
Prodigy Game,None,"Data Analyst, Game",59409
goeasy,None,Marketing Data Insights Analyst,59409
Magna International Inc.,None,BI Developer/Analyst,59409
PointClickCare,Remote,Data Analyst,59409
Dermalogica,None,Sales Data Analyst,59409
Atlantic Packaging Products Ltd.,None,Logistics Data Analyst,59409
CI Financial,None,Investment Policy Analyst,59409
Neo Financial,"Calgary, AB",Partnerships Data Analyst,59409
University of Waterloo,"Waterloo, ON",Junior Data Analyst,59409
GWL Realty Advisors,"Toronto, ON",Data Analyst (Summer 2021),59409
Trans Mountain Corporation Inc.,"Calgary, AB","Land and Permit Interface Analyst, TMEP (term role)",59409
Geomax Mobile Corp.,None,IT Business Analyst,59409
resulta,"Bedford, QC",Data Analyst,59409
Connect First Credit Union,"Calgary, AB",Member Data Analyst,59409
ATP,"Brisbane, ON",Aviation Data Quality Analyst,59409
Microsoft,"Vancouver, BC",Data Analyst,59409
Scotiabank,"Toronto, ON",Advisory Data Analyst,59409
Gameloft,"Toronto, ON",Game Data Analyst,59409
Region of Waterloo,"Waterloo, ON",Health Promotion & Research Analyst (Public Health) - COVID-...,59409
BGIS,"Calgary, AB",Data Centre Analyst,59409
Rogers Communications,"Toronto, ON",Sr. Analyst WF Data Science,59409
EY,"Vancouver, BC","Product Analyst (for Interns, Co-Op, & Fresh Graduates)",59409
Alberta Health Services,"Calgary, AB",IT Analyst II - Data Integration Developer,59409
Toyota Motor Manufacturing Canada,"Cambridge, ON","Compensation Analyst, Total Rewards",59409
University of Toronto,"Mississauga, ON",Data and Information Analyst,59409
Yorkville University,None,"Senior Analyst, Strategy & Analytics",59409
Rogers Communications,"Toronto, ON",Sr Analyst Research Des&Exec,59409
Bell Canada,"Toronto, ON","Data Analyst, Business Intelligence",59409
Connect First Credit Union,"Calgary, AB",Member Data Analyst,59409
CAE Inc.,"Saint-Laurent, QC",Analyste de données de l’expérience client /Customer Experie...,59409
BlackSquare,"Calgary, AB",Inventory Analyst,59409
Loblaw Companies Limited,"Brampton, ON","Sn Analyst, Data Stewardship",59409
Xplornet Communications Inc.,"Fredericton, NB",Programmer Analyst - SQL,59409
Angus Systems,"Don Mills, ON",Data Analyst (SQL/SSIS),59409
Behavox,"Montréal, QC",Data Analyst,59409
Toyota Motor Manufacturing Canada,"Cambridge, ON","Compensation Analyst, Total Rewards",59409
Women's College Hospital,"Toronto, ON",Health Data Analyst - ROI Specialist,59409
GHD,"Waterloo, ON",Junior Data Analyst - Relational/SQL Data Bases,59409
Killam Apartment REIT,"Halifax, NS","Data Analyst, Head Office, Halifax, NS",59409
Prodigy Game,None,"Data Analyst, Parents",59409
National Bank of Canada,"Montréal, QC",Senior Data Analyst Investment,59409
Infinity Technology,"National Capital Region, ON",Data Analyst,59409
Bureau Veritas,"Mississauga, ON",HRMS Operator/Data Analyst - HRMS Instrumentation Lab,59409
Blackline Safety,"Calgary, AB",QA Data Analyst,59409
Shared Health,Manitoba,Data Integrity Analyst,59409
AdGear,"Hampstead, QC",Data Analyst – Contract role,59409
Ipnos Software,"Montréal, QC",Data analyst (Summer internship),59409
Roche,"Laval, QC",Sales Operations Analyst (Summer Intern),59409
Eastside Games,Remote,Game Data Analyst,59409
goeasy,"Mississauga, ON",Marketing Data Insights Analyst,59409
The Calgary Airport Authority,"Calgary, AB",Business Analyst III,59409
Dermalogica,None,Sales Data Analyst,59409
Earth Rangers,None,Data Analyst,59409
JOHNVINCE FOODS,"North York, ON",Sales Analyst,59409
Behavox,"Montréal, QC",Data Analyst,59409
Bureau Veritas,"Mississauga, ON",HRMS Operator/Data Analyst - HRMS Instrumentation Lab,59409
The Co-operators,None,Business Systems Analyst,59409
Avison Young,"Toronto, ON",Data Analyst,59409
Aviva,"Markham, ON",Property & Specialty Claims Risk Data Analyst,59409
Xplornet Communications Inc.,"Woodstock, NB",Programmer Analyst - SQL,59409
Moneris Solutions Corporation,"Etobicoke, ON",Data Systems Analyst,59409
Moneris Solutions Corporation,"Etobicoke, ON",Sr Business Data Analyst,59409
Finesse-Tech,British Columbia,Enterprise DBA or Data Analyst,59409
Moneris Solutions Corporation,"Etobicoke, ON",Sr Business Data Analyst,59409
Oculus Info Inc,"Toronto, ON",Data Analyst,59409
Camfil Power Systems,"Laval, QC",Business Strategy Analyst,59409
Fraser Health,"Surrey, BC","Analyst, Home Health",59409
Square Enix Montreal,"Montréal, QC",Analyste de données / Data Analyst,59409
British Columbia Securities Commission,"Vancouver, BC",Data Analyst,59409
EXFO,"Quebec City, QC",QA Analyst (Signal Processing),59409
The University of Calgary,"Calgary, AB","Data Analyst, International Policy and Trade Research Team,...",59409
Trox,None,Senior Inventory Analyst,59409
TELUS,"Vancouver, BC",Performance Analyst II - Credit and Collections MI Team,59409
Health EFX,"Thunder Bay, ON",Systems Analyst,59409
FCT,"Oakville, ON",Data Governance Analyst,59409
Manulift E.M.I. Ltée,"Varennes, QC",Business Analyst,59409
Alberta Health Services,"Calgary, AB",IT Analyst II - Data Integration Developer,59409
Brookfield Asset Management,"Toronto, ON",Data Analyst,59409
Zero11,"Abbotsford, BC",Data Warehouse Analyst,59409
Coast Capital Savings Federal Credit Union,"Vancouver, BC",Data Quality Analyst-Remote,59409
Ada Inc.,"Toronto, ON",Data Analyst,59409
ICES Central,"Toronto, ON",Research Analyst (PCHS),59409
National Tire Distributors,None,Senior Inventory Analyst (NTD),59409
District M,"Montréal, QC",Data Analyst,59409
CGI Inc,"Montréal, QC",Business Analyst,59409
Finning International Inc.,"Calgary, AB",Business Intelligence Leader,59409
SurveyMonkey,"Ottawa, ON",Data Product Analyst III,59409
adMare BioInnovations,"Montréal, QC",Business Analyst/ Analyste commercial,59409
Jumio Corporation,"Montréal, QC",Data Analyst,59409
Genworth Canada,"Oakville, ON",Data Analyst - Risk - 12 Month Contract,59409
GTB,"Toronto, ON",Marketing Data Analyst,59409
Tervita Corporation,"Calgary, AB",Business Analyst,59409
FLEETCOR,"Toronto, ON",Business Intelligence Analyst – Tableau Reports/Dashboard De...,59409
Electronic Arts,"Vancouver, BC",Data Analyst - Frostbite,59409
fgf brands,"Greater Toronto Area, ON",BI Developer,59409
Citi,"Mississauga, ON",Intermediate Data Analyst,59409
COLTENE-SCICAN,"Toronto, ON",Business Intelligence Analyst,59409
Bethesda Game Studios,"Montréal, QC",Spécialiste en Analyse des données / Data Analyst,59409
Desjardins,"Montréal, QC","Analyst, Actuarial analysis and statistics",59409
RSA Canada,"Toronto, ON",Risk Analyst,59409
Oculus Info Inc,"Toronto, ON",Data Analyst,59409
Jumio Corporation,"Montréal, QC",Data Analyst,59409
Aviva,"Markham, ON","Senior Analyst, Data Insights - Property Claims",59409
Wikimedia Foundation,Ontario,Contract Data Analyst,59409
Nova Scotia Power Inc.,"Halifax, NS",Business Analyst Co-op,59409
RB,"Mississauga, ON",Logistics Centre Analyst,59409
BGIS,"Calgary, AB",Capital Planning Analyst,59409
Mayfair Diagnostics,"Calgary, AB",Workforce Management and Business Analyst,59409
AstraNorth,"Toronto, ON",Business System Analyst - Data,59409
Ada Inc.,"Toronto, ON",Data Analyst,59409
Torstar,"Toronto, ON","Engineer, Data Visualization",59409
Service Experts,"Toronto, ON",Data Strategy - Operations Analyst (6 month contract),59409
Dynasty Power Inc.,"Calgary, AB",Junior Power Analyst,59409
Thinkific,"Vancouver, BC","Data Analyst, Product",59409
First Nations Health Authority,Canada,"Regional Senior Data Analyst - 2 Year Term - (Prince George,...",59409
Vancouver Island Health Authority,"Victoria, BC","Analyst, Compensation & Classification",59409
Capgemini,"Brampton, ON",Data Analyst,59409
AbCellera Biologics,"Vancouver, BC",Compensation Analyst,59409
Assent Compliance Inc,"Ottawa, ON",BI Analyst,59409
Fraser Health,"Surrey, BC",Business Analyst,59409
AP Dynamics,"Calgary, AB",Field Vibration Analyst/Engineer,59409
Tucows,Ontario,Senior Data Analyst - Remote,59409
Septodont,"Cambridge, ON",Supply Chain Data Analyst,59409
Equifax,"Toronto, ON",Data Governance Analyst,59409
Seaspan Ship Management Ltd.,"Vancouver, BC",Data Warehouse Analyst,59409
BMO Financial Group,"Mississauga, ON","Senior Data Analyst, North American Risk and Collections Str...",59409
PHSA,"Burnaby, BC",Junior Business Analyst,59409
