Title,Location,Company,Salary
Data Analyst,None,Parmida E-commerce,"$45,000 a year"
"Data Analyst, Game",None,Prodigy Game,None
International Product Analyst- Canada,None,Indeed,"$58,000 - $72,000 a year"
Data analyst (Summer internship),"Montréal, QC",Ipnos Software,None
Partnerships Data Analyst,"Calgary, AB",Neo Financial,None
Data Analyst,"Calgary, AB",Helcim,None
Research and Data Analyst Intern,"Halton, ON",Halton Region,None
Sales Data Analyst,None,Dermalogica,"$75,000 - $100,000 a year"
Data Support Analyst (Bilingual),None,Motoinsight,None
INTERNSHIP - Data Analyst Intern,"Saint-Jean-sur-Richelieu, QC",ABB,None
Business Analyst,None,Food Service Solutions Inc.,None
Data Analyst,"Bedford, QC",resulta,None
"Data Analyst, Parents",None,Prodigy Game,None
Data Analyst,"Toronto, ON",RBC,None
Data Analyst and Investigator,"Calgary, AB",Freedom Mobile,None
Marketing Data Analyst,None,BC Hydro,None
Data Analyst,"Vancouver, BC",Tally,None
Data Engineer / Data Analyst,"Montréal, QC",agileDSS,None
Data Analyst,"Fredericton, NB",Day & Ross Inc.,None
Big Data Analyst,"Toronto, ON",AstraNorth,None
"Data Analyst, Educators",None,Prodigy Game,None
Business Analyst,None,Progressa,None
Client Data Analyst,"Toronto, ON",Torstar,None
Pricing Analyst,"London, ON",EMCO Corporation,None
Intermediate Business Analyst,None,SysGen Solutions Group,None
"Sr Data Analyst, DTC",None,Rogers Communications,None
Business Intelligence Developer,None,BizXcel Inc.,"$50,000 - $80,000 a year"
Data & Program Analyst - Housing Stability (up to 3 year con...,"Brantford, ON",CITY OF BRANTFORD,$35.02 - $43.77 an hour
Programmer Analyst,"Mississauga, ON",Metal Supermarkets,"$70,000 a year"
"Solutions Lead, Data Visualization","Toronto, ON",Lovelytics Canada,None
Business Analyst,None,Progressa,None
Sales Data Analyst,None,Dermalogica,"$75,000 - $100,000 a year"
Business Analyst,None,Food Service Solutions Inc.,None
Big Data Analyst,"Toronto, ON",AstraNorth,None
Data Analyst Intern,"Toronto, ON",Invesco,None
Business data analyst,"Vancouver, BC",Mott MacDonald,None
Client Data Analyst,"Toronto, ON",Torstar,None
Pricing Analyst,"London, ON",EMCO Corporation,None
Data Visualization Analyst (Developer),"Calgary, AB",Suncor Energy Services,None
Global Process Engineer - Data Analyst,"Florenceville-Bristol, NB",McCain Foods (Canada),None
"Analyst, Data & Analytics","London, ON",Canada Life Assurance Company,None
Data Analyst,"Vancouver, BC",Alithya,None
"Analyst, Data Management and Analytics Enablement","Toronto, ON",CIBC,None
Analyste en gestion d'inventaire / Inventory management anal...,None,Proax Technologies Ltd,None
International Product Analyst- Canada,None,Indeed,"$58,000 - $72,000 a year"
Data Analyst,None,Parmida E-commerce,"$45,000 a year"
Analyst,"Hamilton, ON",Hamilton Health Sciences Corporation,$31.88 an hour
