Company,Location,Title,Salary
Comparative Inc.,Montréal QC,Applied Data Scientist,25000
MSi Corp (Bell Canada,Montréal QC,Data Scientist,36400
MSi Corp (Bell Canada,Montréal QC,Data Scientist,36400
Nidish LLC,Remote,Data Scientist,46800
Government of Canada,Montréal QC,Data Scientist Intern,53040
Niricson Software Inc.,Victoria BC,Jr. Machine Learning Engineer,55000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
DaoAI Robotics Inc.,Vancouver BC,Deep Learning Engineer (Computer Vision,77128
Juno College of Technology,Toronto ON,Data Science Instructor,77500
Juno College,Toronto ON,Data Science Instructor,77500
UBC Master of Data Science,Vancouver BC,Postdoctoral Fellow–UBC Master of Data Science program,85000
VINN,Victoria BC,Data Scientist,90000
Innovation Credit Union,Canada,Data Scientist,92629
Bio Conscious Technologies Inc,Vancouver BC,Machine Learning Engineer,94901
Bluvec Technoligies Inc.,Burnaby BC,Machine Learning Engineer (Wireless,95000
ThisFish Inc.,None,R&D Engineer (Data Science & Machine Learning,102500
ThisFish Inc.,Vancouver BC,R&D Engineer (Data Science & Machine Learning,102500
Power Career Education and Technology Inc.,None,Career Coaching Mentor - Business/UI/UX Design/Education/Dat...,105040
Power Career Education and Technology Inc.,None,Career Coaching Mentor - Business/UI/UX Design/Education/Dat...,105040
Canadian Security Intelligence Service,Ottawa ON,Data Scientist,105705
ZeroKey,Calgary AB,Senior Applied Research Scientist,112500
Samiti Technology,Toronto ON,Data Analytical Scientist,114400
Business Development Bank of Canada,None,DATA SCIENTIST,79165
CIBC,"Toronto, ON",Data Scientist,79165
Bell Canada,None,"Data Scientist, Future Opportunity",79165
SimpTek Technologies,Nova Scotia,Student Data Scientist,79165
Canadian National Railway,None,Data Scientist,79165
Ernst & Young,"Halifax, NS",Manager Data Analytics,79165
Two Hat,"Kelowna, BC",Data Scientist,79165
BC Public Service,"Victoria, BC",RES O 24R - Data Scientist,79165
Lumentum Operations LLC,"Ottawa, ON",Data Scientist,79165
Innovyze,Remote,Principal Data Scientist,79165
DataRobot,"Toronto, ON",Customer Facing Data Scientist,79165
CakeAI,"Toronto, ON",Data Scientist,79165
Maxa AI,"Montréal, QC",Data Scientist,79165
Aviva,"Montréal, QC",Data Scientist,79165
Zachry Integrity Engineering,"Calgary, AB",Machine Learning Developer,79165
SSENSE,"Montréal, QC",Data Scientist,79165
EY,"Halifax, NS",Staff Data Analyst,79165
Twitter,"Toronto, ON",Staff Data Scientist - Interests,79165
Microsoft,"Vancouver, BC",Data & Applied Scientist II,79165
BRP,"Montréal, QC",Data Scientist,79165
Scotiabank,"Toronto, ON","Data Scientist, Marketing Services",79165
Zachry Integrity Engineering,"Calgary, AB",Machine Learning Developer,79165
TD Bank,"Toronto, ON",Data Scientist II,79165
SSENSE,"Montréal, QC",Data Scientist,79165
Bell Canada,"Mississauga, ON","Developer, Data Science",79165
Cardinal Path,"Toronto, ON",Data Scientist,79165
Nuvoola,"Chambly, QC",Data Scientist,79165
Aviva,"Markham, ON",Product Manager – Data Science,79165
Shift Technology,"Toronto, ON",Data Scientist - Canada,79165
Qool Media Holdings,"Venice, AB","Principal Data Scientist, Programmatic Bidding",79165
Nextdoor,"Toronto, ON",Data Scientist - Member Experience,79165
KPMG,"Montréal, QC","Senior Data Scientist, KPMG Lighthouse",79165
Awakedata,"Burnaby, BC",Data Scientist,79165
Scotiabank,"Toronto, ON",Senior Data Scientist,79165
Vessi,"Vancouver, BC",Junior Data Scientist,79165
Zynga,"Toronto, ON",Data Scientist 2,79165
Zachry Integrity Engineering,"Calgary, AB",Machine Learning Developer,79165
Integra Data & Analytic Solutions,"Calgary, AB",DATA SCIENTIST,79165
BRP,"Montréal, QC","Lead, Data Scientist",79165
Hach,"Vancouver, BC",Aquatic Informatics - Sr. Data Scientist,79165
Qool Media Holdings,"Venice, AB","Principal Data Scientist, Programmatic Bidding",79165
Scotiabank,"Toronto, ON",Data Scientist,79165
TELUS,Canada,"Manager, Advanced Analytics & Data Products | TELUS Digital",79165
Fortinet,"Burnaby, BC",Data Science Developer,79165
Makeship,Remote,Senior Data Analyst,79165
TextNow,Canada,"Senior Data Scientist, Product Analytics",79165
Zesty.ai,"Montréal, QC",Data Scientist (Machine Learning),79165
Pelmorex Corp,"Toronto, ON",Data Scientist,79165
Aviva,"Markham, ON",Manager Product Management – Data Science,79165
BRP,"Montréal, QC","Lead, Data Scientist",79165
Grant Thornton,"Toronto, ON",Data Scientist,79165
Microsoft,"Montréal, QC",Scientifique des données et appliqué/ Data & Applied Scienti...,79165
Scotiabank,"Toronto, ON",Senior Data Scientist,79165
Amazon Advertising Canada Inc.,"Toronto, ON",Senior Data Scientist - Ads Measurement Science,79165
Rogers Communications,"Toronto, ON","Senior Data Scientist, Customer Data",79165
Prodigy Game,None,"Data Scientist, Game",79165
Bell Canada,None,"Data Scientist, Future Opportunity",79165
Business Development Bank of Canada,None,DATA SCIENTIST,79165
Power Factors,None,"Data Scientist, Solar & Storage (Remote)",79165
Apply Digital,"Vancouver, BC",Data Scientist,79165
TextNow,Canada,"Senior Data Scientist, Product Analytics",79165
"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",Data Scientist II,79165
Arteria AI,"Toronto, ON",NLP Data Scientist,79165
Moneris Solutions Corporation,"Etobicoke, ON",Sr Data Scientist,79165
Egg Farmers of Canada,"Ottawa, ON",Data Analytics Specialist,79165
PointClickCare,Remote,Senior Data Analyst,79165
