Company,Location,Title,Salary
Novacene AI Corp.,Ottawa ON,Natural Language Processing (NLP Engineer,25000
Korbit Technologies Inc.,Montréal QC,Data Science Teaching Assistant,39520
Halifax Regional Municipality,Halifax NS,Business Analytics Developer,45437
ClickDishes Inc.,Vancouver BC,Data Analyst,56000
Manitoba Government,Winnipeg MB,Data Scientist,74867
Imperial Tobacco Canada,None,Data Scientist,75000
Dawn InfoTek Inc.,Toronto ON,Data Scientist,83200
Plus10,None,Data Scientist,85000
Alcohol and Gaming Commission of Ontario,Toronto ON,DATA SCIENTIST,86625
NAIT,Edmonton AB,Institutional Research Specialist (Advanced Analytics,87542
Isheva Inc,Toronto ON,Data Analytical Specialist/Scientist- Senior,88400
University of Toronto,Mississauga ON,Sessional Lecturer- BTC 1859H - Data Science in Health I,101874
Canadian Security Intelligence Service,Ottawa ON,Data Scientist,105705
Zepp Health,Vancouver BC,Senior Data Scientist,107500
Dawn InfoTek Inc.,Toronto ON,Data Scientist,124800
SAI FI Consultants Inc,Vancouver BC,Sr. Data Modeler/Data Analyst,135200
Jungle Scout,None,Staff Data Scientist,82604
Best Buy Canada,None,Senior Applied Data Scientist,82604
Canadian National Railway,None,Data Scientist,82604
Sécurité XGuard,None,Data Scientist,82604
Cadre,None,Data Scientist (Remote),82604
TD Bank,"Toronto, ON",Data Scientist II,82604
Procom,None,Data Analytical Specialist/Scientist - 308493,82604
Procom,None,Data Scientist - 307900,82604
University of Waterloo,"Waterloo, ON",Data Scientist,82604
Lululemon,"Vancouver, BC",Data Scientist,82604
Prospect 33,Canada,Data Scientist,82604
"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",Applied Scientist (L5),82604
Holmetrics,"Calgary, AB",Data Scientist,82604
BOEING,"Vancouver, BC",Data Scientist,82604
Amazon Dev Centre Canada ULC,"Ottawa, ON","Data Scientist, AWS Security",82604
BRP,"Montréal, QC",HR Data Scientist,82604
Attabotics,"Calgary, AB",AI Developer / Data Scientist,82604
Black Professionals in Tech Network,"Toronto, ON",Data Scientist,82604
BC Public Service,"100 Mile House, BC",RES O 30R - Senior Data Scientist,82604
Pacific Blue Cross,"Burnaby, BC",Fraud Investigations Data Scientist,82604
Manulife,"Toronto, ON",Data Scientist,82604
Loopio,"Toronto, ON",Data Scientist,82604
CGI Inc,"Sherbrooke, QC",Data Scientist,82604
sgsco,"Toronto, ON",Data Scientist,82604
Temetrix,"Ottawa, ON",DATA SCIENTIST,82604
Two Hat,"Kelowna, BC",Data Scientist,82604
Microsoft,"Vancouver, BC",Senior Applied Data Scientist,82604
Novisto,"Montréal, QC",Data Scientist,82604
TD Bank,"Toronto, ON",Data Science & Advanced Analytics Intern/Co-op,82604
SkipTheDishes,"Calgary, AB",Data Scientist,82604
Temetrix,"Ottawa, ON",DATA SCIENTIST,82604
BC Public Service,"100 Mile House, BC",RES O 30R - Senior Data Scientist,82604
IFS,"Ottawa, ON",Data Scientist,82604
Teck Resources Limited,"Vancouver, BC",Data Scientist - RACE21,82604
Loblaw Companies Limited,"Brampton, ON",Data Scientist,82604
CAE Inc.,"Saint-Laurent, QC",Scientifique des données / Data Scientist,82604
Stantec,"Vancouver, BC",Major Projects Data Scientist,82604
Prenuvo Inc,Remote,Machine Learning Applied Scientist,82604
SomaDetect,Quebec Province,Data Scientist,82604
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",82604
Carta,"Waterloo, ON",Product Data Scientist,82604
Grey Owl Engineering,"Calgary, AB",Data Scientist/Analyst – Summer Placement,82604
Microsoft,"Vancouver, BC",Applied Scientist 1,82604
"Canadian Bank Note Company, Limited","Ottawa, ON",Data Scientist,82604
Microsoft,"Vancouver, BC",Senior Applied Data Scientist,82604
Equifax,"Toronto, ON",Data Scientist - Commercial Insights & Modelling,82604
Overbond,"Toronto, ON",Data Scientist,82604
Groom & Associes,"Montréal, QC",Data Scientist / Scientifique des données,82604
SomaDetect,Quebec Province,Data Scientist,82604
PointClickCare,Remote,Data Scientist,82604
Bosch Group,"Waterloo, ON",Deep Learning Intern- Smart Data Selection,82604
Summatti,"London, ON",Data Scientist,82604
Audela,"Montréal, QC",Team Lead Data Scientist,82604
Microsoft,"Vancouver, BC",Senior Data Scientist,82604
TextNow,Canada,"Senior/Staff Data Scientist, Product Analytics",82604
Teck Resources Limited,"Vancouver, BC",Senior Data Scientist - RACE21,82604
"Amazon Web Services Canada, In",Canada,Principal Data Scientist - AWS Professional Services,82604
Huddle,"Moncton, NB",Data Scientist,82604
Uken Games,"Toronto, ON",Data Scientist,82604
Digital Extremes,"London, ON","Data Scientist: Pricing, Fraud, Monetization",82604
Shopify,"Toronto, ON",Fall 2021 Data Science Internship,82604
Mosaic North America,"Toronto, ON","Scientist, Data",82604
TD Bank,"Toronto, ON",Data Science & Advanced Analytics Intern/Co-op,82604
Blakely Inc.,"Aurora, ON",Data Analyst,82604
Procom,None,Big Data Engineer - 309708,82604
Trader Corporation,"Toronto, ON",Data Scientist,82604
CakeAI,"Toronto, ON",Data Scientist,82604
Brain Finance,"Montréal, QC",Data Scientist,82604
Equifax,"Toronto, ON",Data Scientist - Innovation & Attributes,82604
Alcumus,"Toronto, ON",Data Scientist,82604
Veeva Systems,"Toronto, ON",Senior Data Scientist,82604
Thinking Capital,"Toronto, ON",Data Scientist,82604
OGGN Inc.,Remote,Data Scientist (AI/ML),82604
Nakisa,"Montréal, QC",Data Scientist,82604
Goldman Sachs,"Toronto, ON",Machine Learning/Analytics Engineer - Data Lake,82604
Kainos,"Toronto, ON",Lead Data Scientist,82604
Rogers Communications,"Toronto, ON",Data Scientist,82604
Stradigi AI (Française),"Montréal, QC",Data Scientist,82604
Transit App,"Montréal, QC",Data Scientist,82604
Fiddlehead,"Moncton, NB",Data Scientist,82604
Shift Technology,"Toronto, ON",Data Scientist - Canada,82604
Wish,"Toronto, ON",Data Scientist - Data & Relevancy,82604
Infinity Technology,"National Capital Region, ON",Senior Data Scientist,82604
Scotiabank,"Toronto, ON","Data Scientist, Modelling & Segmentation",82604
VOTI Detection,"Saint-Laurent, QC",Machine Learning/AI Scientist,82604
Tonal,"Toronto, ON","Senior Data Scientist, GANs TORONTO, ONSOFTWARE",82604
Yelp,"Toronto, ON",Lead Data Scientist - Core Local Business (Remote),82604
BIOS Health,"Montréal, QC",Machine Learning Researcher,82604
Lightspark,"Vancouver, BC",Data Scientist,82604
Relogix,"Ottawa, ON",Tableau Data Analyst,82604
Jumio Corporation,"Montréal, QC",AI/ML Engineer,82604
Article,"Vancouver, BC",Data Analytics Director,82604
SITA,"Montréal, QC",Senior Data Scientist ML & NLP expert,82604
Numerator,Remote,"Data Engineer, Data Science",82604
Summatti,"Waterloo, ON",Data Scientist Coop,82604
Hyper Hippo,"Toronto, ON",Lead Data Scientist,82604
The University of Calgary,"Calgary, AB","Assistant Professor, Applied Data Science, Faculty of Scienc...",82604
RWDI,"Guelph, ON",Scientist/Engineer - Applied Climatology,82604
Accedian Networks,"Ottawa, ON",Data Scientist,82604
Numerator,Remote,"Data Engineer, Data Science",82604
Hexagon Composites ASA,"Kelowna, BC",Data Science Lead,82604
Jumio Corporation,"Montréal, QC",AI/ML Engineer,82604
Air Liquide,"Quebec City, QC",Data Science Associate - Montreal,82604
GHD,"Toronto, ON",Senior Data Scientist - PhD,82604
BIOS Health,"Montréal, QC",Machine Learning Researcher,82604
Summatti,"Waterloo, ON",Data Scientist Coop,82604
Oracle,"Toronto, ON",Principal Data Scientist,82604
RBC,"Toronto, ON","Associate Director, Data Aggregation & Analytics",82604
StackPros Inc.,"Toronto, ON",Big Data Developer,82604
Relogix,"Ottawa, ON",Tableau Data Analyst,82604
thinkCOMPASS,"Concord, ON",Data Scientist,82604
Awakedata,"Burnaby, BC",Data Scientist,82604
Maxa AI,"Montréal, QC",Data Scientist,82604
nugget.ai,"Toronto, ON",Data Scientist,82604
Aviva,"Markham, ON","Manager, Data Science",82604
"Zoom Video Communications, Inc.",Remote,Data Scientist (Security),82604
Microsoft,"Vancouver, BC",Senior Data Analyst - Sentiment & NPS,82604
Numerator,"Ottawa, ON",Machine Learning Engineer,82604
Hexagon Composites ASA,"Kelowna, BC",Data Science Lead,82604
"Amazon Web Services Canada, In","Vancouver, BC",Data Lab Architect,82604
Transit App,"Montréal, QC",Data Scientist,82604
Air Liquide,"Quebec City, QC",Data Science Associate - Montreal,82604
GHD,"Toronto, ON",Senior Data Scientist - PhD,82604
Relogix,"Ottawa, ON",Tableau Data Analyst,82604
Accedian Networks,"Ottawa, ON",Data Scientist,82604
Scotiabank,"Toronto, ON",Senior Data Analyst (8),82604
Best Buy,Canada,Senior Data Analyst – Logistics,82604
Infinity Technology,"National Capital Region, ON",Data Scientist,82604
EY,"Halifax, NS",Staff Data Analyst,82604
WSP,"Thornhill, ON",Data Science Solution Developer,82604
Bayer,"Mississauga, ON",Senior Clinical Quantitative Scientist - Oncology Data Analy...,82604
Loopio,"Toronto, ON",Machine Learning Engineer,82604
Autodesk,"Montréal, QC",Senior Data Analyst,82604
Locus Systems Inc.,"Toronto, ON",Data Analytical Specialist/ Scientist,82604
Thales Group,"Montréal, QC",Applied Deep Learning Scientist (Focus on Computer Vision),82604
Northbridge Financial Corporation,"Toronto, ON","Manager, Data Science & Analytics",82604
