Company,Location,Title,Salary
McGill University,Montréal QC,Postdoctoral Researcher (Computational Biology and Machine L...,20000
Afra Data Science Inc.,Vancouver BC,Data Scientist,32500
Hamilton Health Sciences Corporation,Hamilton ON,Jr. Data Scientist,37720
McMaster University,Hamilton ON,SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intellige...,48600
City of Edmonton,Edmonton AB,Data Analytics Work Experience Student (LRT Data Analytics,51376
Poros Career,Toronto ON,Junior Data Analyst,51500
Poros Career,Vancouver BC,Data Analyst,51500
Government of Alberta,Edmonton AB,Business Intelligence Analyst,72510
Manitoba Government,Winnipeg MB,Manager Data Analytics,74423
Imperial Tobacco Canada,Montréal QC,Data Scientist,75000
Juno College of Technology,Toronto ON,Data Science Instructor,77500
BC Public Service,Victoria BC,BAND 2 - Data Analytics Specialist,79150
Plus10,None,Data Scientist,85000
DAITA Inc.,None,Data Scientist,90000
Acerta Analytics Solutions Inc,Kitchener ON,Data Scientist,102500
City of Edmonton,Edmonton AB,Data Scientist,102724
Juno College,Toronto ON,Part-Time Content Creator - Data Analytics,104000
Nova Scotia Community College,Dartmouth NS,2021-122 - Research Scientist Applied Energy Research - Iva...,105949
Cadre,None,Data Scientist (Remote),70108
Lannick,None,Data Scientist,70108
Infostrux Solutions,"Quebec City, QC","Data Scientist, Remote",70108
Roche,"Mississauga, ON",Data Scientist,70108
MobSquad,"Calgary, AB",Data Scientist,70108
Oxford Properties,"Toronto, ON",Data Scientist,70108
TELUS,Canada,Junior Data Scientist- Customer Service Excellence,70108
Risk Solutions,"Surrey, BC",Data Scientist,70108
Cognizant Technology Solutions,"Mississauga, ON",Data Scientist,70108
Bombardier,"Dorval, QC",Digital Data Scientist,70108
Stingray,"Montréal, QC",BI Data Scientist,70108
Infostrux Solutions,Remote,"Data Scientist, Remote",70108
Ubisoft,"Montréal, QC",Data Scientist,70108
Veeva Systems,"Toronto, ON",Data Scientist - Commercial Analytics,70108
Yelp,"Toronto, ON",Data Science Analyst (Remote),70108
McAfee,"Waterloo, ON",Sr. Data Scientist - Experimentation,70108
RBC,Ontario,"Data Scientist, Fall 2021 Student Opportunities (8 Months On...",70108
Kinsol Research,British Columbia,Data Scientist,70108
Parkland Corporation,"Calgary, AB",Data Scientist,70108
Manulife,"Toronto, ON",Data Scientist,70108
Novisto,"Montréal, QC",Data Scientist,70108
Deepcell,"Mountain View, AB",Research Data Scientist,70108
Risk Solutions,"Surrey, BC",Data Scientist,70108
Miovision,Remote,Senior Data Scientist,70108
Aviva,"Markham, ON",Data Scientist,70108
Veeva Systems,"Toronto, ON",Data Scientist - Commercial Analytics,70108
Ubisoft,"Montréal, QC",Data Scientist,70108
BASF,"Mississauga, ON",Data Scientist Engineer,70108
StackPros Inc.,"Toronto, ON",Big Data Developer,70108
