Company,Location,Title,Salary
StorageVault Canada Inc.,None,Workforce Management Analyst,18720
Provincial Health Services Authority,None,Inventory Business Analyst,25916
XK Holdings Inc.,Bedford NS,investment analyst,26500
Insignia College,Delta BC,analyst database,33280
PolicyMe,York ON,marketing analyst,35000
Dynamic Endoscopy & Speciality Care,St. Catharines ON,database analyst,35360
Vancouver Short Stay Apts. Inc.,None,Bookkeeper / Data Analyst,36400
Vancouver Short Stay Apts. Inc.,West Vancouver BC,Bookkeeper / Data Analyst,36400
Vancouver Short Stay Apts. Inc.,None,Bookkeeper / Data Analyst,36400
Vancouver Short Stay Apts. Inc.,None,Bookkeeper / Data Analyst,36400
PHSA,Vancouver BC,Information Data Analyst,37429
TECHSUPPORT.CA CORP,None,Data Analyst,50000
Canadian Mental Health Association,None,Data Analyst (Remote,57678
McCallum and Pinard Solutions Inc.,Lively ON,systems technical support analyst,60444
Centre for Addiction and Mental Health,Toronto ON,Research Analyst,60746
AllCanTrust.com,None,Business Consultant / Business Analyst,65000
WorkplaceNL,St. John's NL,Business Analyst,70875
Government of Alberta,Edmonton AB,Business Intelligence Analyst,72510
Canadian Mental Health Association- Peel Branch,Brampton ON,Information and Improvement Analyst,72700
Public Service Commission of Canada,Canada,Policy and Data Analyst - Careers for Persons with Disabilit...,77619
NL and Labrador Center for Health Info.,Newfoundland and Labrador,EMR Applications Analyst II,86112
Ministry of Colleges and Universities,Toronto ON,SENIOR POLICY AND PLANNING ANALYST,91691
Government of Saskatchewan,Regina SK,Senior Data/Report Analyst,96106
Swoon Group,None,Agile Data Business Analyst,100880
City of Barrie,Barrie ON,Fleet Analyst,104156
City of Barrie,Barrie ON,Fleet Analyst,104156
Agriculture and Agri-Food Canada,Ottawa ON,Senior Data Science Analyst,106520
Agriculture and Agri-Food Canada,Ottawa ON,Senior Data Science Analyst,106520
Dempton Services Professionnels,Montréal QC,analyst computer,122500
"Tyler Technologies, Inc.",None,Data Analyst,64276
None,None,Data Analyst – Voice of Customer,64276
Autodesk,"Montréal, QC","Intern, Data Analyst - EMS",64276
Best Buy,Canada,Data Analyst – Voice of Customer,64276
Mastronardi Produce Limited,"Kingsville, ON",Crop Data Analyst,64276
Zensurance,"Toronto, ON",Data Analyst,64276
The University of Calgary,"Calgary, AB","Summer Analyst/Intern, Innovate Calgary",64276
Smith & Nephew,"Mississauga, ON",Inventory and Data Analyst,64276
Loblaw Companies Limited,"Brampton, ON","CO-OP, Data Science Analyst",64276
Shared Health,Manitoba,Data Integrity Analyst,64276
Bowen Group,None,DATA ANALYST,64276
TD Bank,"Toronto, ON",Sr. IT Data Analyst,64276
Canada Post - Postes Canada,"Halifax, NS","Analyst, Operations Data Integrity (Volume)",64276
Shared Health,Manitoba,Data Integrity Analyst,64276
Canada Life Assurance Company,"London, ON","Analyst, Data Analytics",64276
Celtx Inc,"St. John's, NL",Data Analyst,64276
BMO Financial Group,"Toronto, ON",Cyber Threat Intelligence Analyst (New Grad),64276
Mastronardi Produce Limited,"Kingsville, ON",Crop Data Analyst,64276
Hexagon,"Calgary, AB",Tax Analyst,64276
Loblaw Companies Limited,"Brampton, ON","CO-OP, Analyst, Demand Forecasting",64276
Motoinsight,Remote,Data Support Analyst,64276
Veeva Systems,"Toronto, ON",Data Analyst,64276
