Company,Location,Title,Salary
Pathstone Mental Health,None,Data Analyst / Quality Assurance Lead,15129
Thames Valley Family Health Team,London ON,Data Analyst,26728
VidCruiter,Montréal QC,Marketing Data Analyst,37500
Association pour la santé environnementale du Québ...,Montréal QC,Research Data Analyst,39520
EU Health and Innovations Inc.,Thornhill ON,data analyst - informatics and systems,40500
1st Call Industrial Ltd.,Mississauga ON,data warehouse analyst,40560
PHSA,Kamloops BC,Data Centre Analyst III,41256
ERA Environmental Consulting Inc,None,Junior Business Systems Analyst,42500
OFAS,Saskatoon SK,IT (information technology business analyst,44501
Adeptmind,Toronto ON,Data Analyst,47500
TECHSUPPORT.CA CORP,None,Data Analyst,50000
TECHSUPPORT.CA CORP,None,Data Analyst,50000
Cornerstone Search Solutions Inc.,None,Inside Sales Support & Data Analyst,51000
ProNavigator,Kitchener ON,Corporate Development Analyst,60000
Simon Fraser University,Burnaby BC,Junior Business Analyst,62449
Government of Alberta,Edmonton AB,AP Business Analyst,63306
NTT DATA Services,Halifax NS,Business Analyst (Data Analysis & Healthcare Payer,67600
District School Board of Niagara,St. Catharines ON,Student Data Analyst,69577
McGill University,Montréal QC,Business Analyst Equity Diversity and Inclusion,70460
Ministry of Natural Resources and Forestry,Lindsay ON,REGIONAL AQUATIC SCIENCE ANALYST,72332
PNI Digital Media,None,Digital Data Analyst Tableau,72500
apptoza inc,None,Data Analyst,72800
apptoza inc,None,Data Analyst,72800
Mosaic Primary Care Network,Calgary AB,IT Infrastructure Analyst,75004
Robert Half,None,Data Analyst,75920
BC Pension Corporation,Victoria BC,Data Analyst,75922
Metrolinx,Toronto ON,Data Analyst Resource Optimization,77349
Synoptek,Saint John NB,Data Analyst,77500
Public Service Commission of Canada,Canada,Policy and Data Analyst - Careers for Persons with Disabilit...,77619
Strathcona County,Sherwood Park AB,Master Data Analyst and P-Card Administrator,84266
Strathcona County,Sherwood Park AB,Master Data Analyst and P-Card Administrator,84266
David Aplin Group,None,Data Visualization Specialist,85000
Yukon Government,Whitehorse YT,Business Analyst and Research Consultant,92078
Indeed,None,Technical Business Analyst,93000
Toronto Transit Commission,Toronto ON,Business Analyst,93657
OPIsystemsInc.,Calgary AB,Data Analyst,106722
Dempton Services Professionnels,Montréal QC,analyst computer,122500
TELUS,None,Data Analyst/Engineer,161200
TELUS,Edmonton AB,Data Analyst/Engineer,161200
TELUS,None,Data Analyst/Engineer,161200
Infomaxium Inc.,None,Data Modeler/Data Analyst,72873
Sun Life Financial,None,Reporting Data Analyst,72873
Allstate Canada,None,ANALYST DATA ENGINEERING,72873
"Tyler Technologies, Inc.",None,Data Analyst,72873
Sun Life Financial,None,"Data Analyst, Group Underwriting",72873
Charger Logistics Inc.,None,Senior Data Analyst,72873
COLTENE-SCICAN,None,Quality Data Analyst I,72873
CM2 Solutions Inc.,None,Business Systems Analyst,72873
Nestle,"Montréal, QC",Data Analyst B2B Intern,72873
Charger Logistics Inc.,None,Senior Data Analyst,72873
Uken Games,"Toronto, ON",Data Analyst,72873
Opencare,Remote,"Data Analyst, Co-op (4-8 months) - Summer 2021",72873
Principles for Responsible Investment,"London, ON","Analyst, Data Analysis and Insights",72873
Sinclair Dental Co Ltd,"Mississauga, ON",Data Analyst,72873
Allstate Canada,"Markham, ON",ANALYST DATA ENGINEERING,72873
Shaw Communications,"Toronto, ON",Intermediate Data Analyst,72873
Relogix,"Ottawa, ON",Tableau Data Analyst,72873
Sun Life Financial,None,Reporting Data Analyst,72873
Infomaxium Inc.,None,Data Modeler/Data Analyst,72873
WTS Paradigm,"Montréal, QC",Analyste de données/Data Analyst,72873
Bayer,"Mississauga, ON",Principal Real World Data Analyst - Medical Statistics,72873
Healthcare of Ontario Pension Plan (HOOPP),"Toronto, ON",Business Data Analyst,72873
Uken Games,"Toronto, ON",Data Analyst,72873
Larsen & Toubro Infotech Limited,"Mississauga, ON",Business Analyst,72873
Alberta Health Services,"Calgary, AB",IT Analyst II - ETL Developer,72873
AECOM,"Edmonton, AB",Data Analyst Intern,72873
Kelly Services,None,Senior Data Analyst,72873
Cummins Inc.,"Mississauga, ON",Fuel Cell Data Engineer / Analyst,72873
Altus Group,"Toronto, ON","Technical Business Analyst, Data Lake",72873
TELUS,"Edmonton, AB",Data Analysts,72873
Intact,"Anjou, QC",IT Data Analyst,72873
University of Toronto,"Toronto, ON",Data Management and Quality Analyst,72873
Geotab,"Oakville, ON",Data Analyst,72873
Alberta Health Services,"Calgary, AB",IT Analyst II - ETL Developer,72873
360insights,"Moncton, NB",Data Analyst,72873
Energy Safety Canada,"Calgary, AB",Summer Student - Application Support Analyst,72873
ZE Power Group,"Richmond, BC",Data Analyst,72873
Ballard Power Systems Inc.,"Burnaby, BC",Data Analyst,72873
Rogers Communications,"Brampton, ON",Sr. Data Analyst/Developer,72873
Bombardier,"Dorval, QC",Maintenance Programs & Planning Analyst,72873
ROSEN Group,"Calgary, AB",Data Analyst,72873
The Miller Group,"Aurora, ON",Business Analyst Student - (Summer 2021 - 4 Months),72873
Blakely Inc.,"Aurora, ON",Data Analyst,72873
Mackenzie Health,"Richmond Hill, ON",Data Quality Analyst,72873
Coast Capital Savings Federal Credit Union,"Vancouver, BC",Data Quality Analyst-Remote,72873
FIRSTONTARIO CREDIT UNION,None,Business Analyst,72873
Ainsworth,"Toronto, ON",Data Analyst,72873
SickKids,"Toronto, ON",Clinical Research Analyst I,72873
Altus Group,"Toronto, ON","Technical Business Analyst, Data Lake",72873
SickKids,"Toronto, ON",Data Analyst,72873
Rise People Inc.,"Vancouver, BC",Data Analyst & Zoho Administrator,72873
TMX Group Limited,"Toronto, ON",Data Analyst,72873
West Fraser,"Vancouver, BC",Master Data Analyst,72873
United Way Greater Toronto,"Toronto, ON",Data Analyst,72873
Colas Canada,"Toronto, ON",Junior Business Analyst,72873
The Aurum Group,None,Business Analyst,72873
Shogun.,British Columbia,Senior Data Analyst,72873
Champion Petfoods,None,Data Analyst - Finance,72873
CellCarta,"Montréal, QC",Data Analyst - Immunology,72873
Cyber Chasse,Canada,Data Analyst,72873
Social Nature,British Columbia,Data Analyst (Contract),72873
Earl's Holdings Ltd.,"Vancouver, BC",Data Support Analyst,72873
Canada Goose,"Toronto, ON",Commercial Insights & Analytics Analyst,72873
SherWeb,"Greater Montreal Area, QC",Business Intelligence Analyst,72873
Earth Rangers,"Woodbridge, ON",Data Analyst,72873
BMW Group Financial Services Canada,"Toronto, ON","Data Analyst Intern, Controlling (12 Months)",72873
Square Enix Montréal,"Montréal, QC",Analyste de données / Data Analyst,72873
SurveyMonkey,"Ottawa, ON",Data Product Analyst III,72873
Ubisoft,"Montréal, QC",Programmer Analyst (Java - Big Data),72873
Colas Canada,"Toronto, ON",Junior Business Analyst,72873
The Miller Group,"Aurora, ON",Business Analyst Student - (Summer 2021 - 4 Months),72873
Shogun,Ontario,Senior Data Analyst,72873
University of Waterloo,"Waterloo, ON",Data Analyst,72873
The Co-operators,"Quebec City, QC",BI Analyst III - Developer,72873
Vidyard,Ontario,Marketing Analyst,72873
Procom,None,"Data Entry Analyst, MS Excel - 308470",72873
Nestle,"Montréal, QC",Business Intelligence Analyst,72873
BDO,"Ottawa, ON",Data Visualization Specialist,72873
Geotab,"Oakville, ON",Data Analyst,72873
Energy Safety Canada,"Calgary, AB",Summer Student - Application Support Analyst,72873
AstraNorth,"Toronto, ON",ArcSight CyberSecurity Data Analyst,72873
IPG Mediabrands,"Toronto, ON",Initiative - Data Analyst,72873
Geotab,"Oakville, ON",Data Analyst,72873
BDO,"Ottawa, ON",Data Visualization Specialist,72873
Jamieson Laboratories Ltd.,"Windsor, ON",Master Data Analyst,72873
Fedcap Canada,"Hamilton, ON",Data & Reporting Analyst,72873
The Co-operators,"Quebec City, QC",BI Analyst III - Developer,72873
Aviva,"Markham, ON",Business Intelligence Specialist,72873
Capital One,"Toronto, ON","Associate, Business Analyst",72873
Oculus Info Inc,"Toronto, ON",Data Analyst,72873
Ainsworth,"Mississauga, ON",Energy Analyst,72873
Club Med,"Montréal, QC",Business Analyst,72873
Desjardins,"Lévis, QC","Analyst, Actuarial analysis and statistics",72873
SickKids,"Toronto, ON",Clinical Research Analyst I,72873
Celestica,"Newmarket, ON",Process/Test Engineering Analyst (1 year Contract),72873
Scotiabank,"Etobicoke, ON",Senior Network Analyst (Data Centre / Critical Facilities),72873
PHSA,"Prince George, BC",Inventory Analyst,72873
TELUS,Canada,Data Governance Analyst,72873
Poka Inc.,"Quebec City, QC",Analyste Produit / Product Analyst,72873
Shaw Communications,"Calgary, AB",Data Governance Analyst,72873
Rogers Communications,"Brampton, ON",Sr. Data Analyst/Developer,72873
Morningstar,"Toronto, ON",Data Research Analyst,72873
Onix Networking Corp,"Quebec City, QC",Business Analyst,72873
Tonal,"Toronto, ON","Analyst, Marketing Analytics TORONTO, ONMARKETING",72873
Arcurve Inc.,"Calgary, AB",Business Intelligence Analyst - Data Analytics,72873
Fedcap Canada,"Hamilton, ON",Data & Reporting Analyst,72873
Manitoba Public Insurance,"Winnipeg, MB",Estimatics Analyst,72873
LXRandCo,"Montréal, QC",Stage Rémunéré - Analyste de l’intelligence d’affaires Power...,72873
Queen's University,"Kingston, ON",Statistical and Computer Systems Compliance Analyst,72873
Home Trust Company,"Toronto, ON",Data Quality Analyst,72873
ZeniMax Media Inc.,"Montréal, QC",Spécialiste en Analyse des données / Data Analyst,72873
The Co-operators,Canada,Business Analyst II,72873
Altus Group,"Toronto, ON","Business Analyst, Data Exchange",72873
Robert Half,None,Data Reporting Analyst - Microstrategy,72873
Manulift,"Saint-Augustin, QC",BI Analyst,72873
Johnson & Johnson Family of Companies,"Guelph, ON",Global Complaint Vigilance Systems Senior Analyst - Data Ana...,72873
ComplyWorks,"Calgary, AB",Business Intelligence Analyst,72873
Labatt Breweries of Canada,"Delta, BC",Inventory Analyst,72873
Parkland Corporation,"Calgary, AB",Inventory Analyst - Retail,72873
ZeniMax Media Inc.,"Montréal, QC",Spécialiste en Analyse des données / Data Analyst,72873
Jamieson Laboratories Ltd.,"Windsor, ON",Master Data Analyst,72873
Rangle,"Toronto, ON",Agile Quality Analyst,72873
WSP,"Quebec City, QC",Oracle ERP Analyst,72873
Thinkific,"Vancouver, BC","Data Analyst, Customer Success",72873
Fedcap Canada,"Hamilton, ON",Data & Reporting Analyst,72873
Capital One,"Toronto, ON","Senior Associate, Data Analyst",72873
Civeo Canada LP,"Edmonton, AB",Admin/Data Analyst 1,72873
