Title,Location,Company,Salary
Analytics & Insights Analyst,None,AIR MILES,None
"Intern, Data Analyst - Rail Operations",None,Canadian National Railway,None
Data Analyst,None,Blue Door Supportive Services,"$47,000 - $53,000 a year"
Data Analyst,None,Thunder Bay Counselling,$16 an hour
Data Analyst,None,Rogers Authorized Dealer,"$35,000 - $55,000 a year"
Data Analyst,None,Tourism Sentiment Index,None
Research Data Analyst,None,Inuvialuit Regional Corporation,None
"Business Analyst (RE-05), Risk & Data Analytics","Toronto, ON",Office of the Superintendent of Financial Institut...,"$92,600 - $119,300 a year"
Junior Business Analyst,None,SofDep Ltd (Correnet),None
Junior Data & Reports Analyst,None,Scandinavian Building Services,None
GIS and Data Analyst,"Aurora, ON",The Corporation of the Town of Aurora,"$77,807 - $97,259 a year"
Data Analyst - Transportation,None,National Tire Distributors,None
"Data Analyst, Calgary, AB","Calgary, AB",Trimac,None
"Data Analyst, Marketing",None,Prodigy Game,None
Data Analyst,"Montréal, QC",Morgan Stanley,None
Materials Parts Ordering Analyst,None,Toyota Motor Manufacturing Canada,None
Assembly Line Operations Analyst,None,Toyota Motor Manufacturing Canada,None
Actuarial Data Analyst,"Burnaby, BC",Pacific Blue Cross,None
"Data Analyst, Portfolio Engineering","Toronto, ON",RBC,None
Game Data Analyst,Ontario,Crazy Labs,None
Data Analyst,None,TECHSUPPORT.CA CORP,"$45,000 - $55,000 a year"
"Upstream Planning, Data Analyst","Brossard, QC",Schneider Electric,None
Data Analyst (12-month contract),"Mississauga, ON",BD,None
database analyst,"Richmond, BC",Gokabu Technologies Inc.,$30 - $33 an hour
UX Data Analyst,"Toronto, ON",McAfee,None
"CO-OP, Data Science Analyst","Brampton, ON",Loblaw Companies Limited,None
Data Quality Analyst,None,Softchoice,None
Data Analyst,Remote,AgencyAnalytics,None
Analyst - Data and Analytics - TCC,"Montréal, QC",Air Canada,None
Policy and Data Analyst - Careers for Persons with Disabilit...,Canada,Public Service Commission of Canada,"$54,746 - $100,492 a year"
Technical Business Analyst,None,BELTERRA CORPORATION,None
marketing analyst,"York, ON",PolicyMe,"$70,000 a year"
Database Analyst,"Fort McMurray, AB",Keyano College,"$71,899 a year"
Materials Parts Ordering Analyst,None,Toyota Motor Manufacturing Canada,None
Data Analyst,"Oakville, ON",Geotab,None
Senior Data Analyst,"Calgary, AB",Bold Commerce,None
Logistics Analyst,"Mississauga, ON",ARYZTA Careers,None
Assembly Line Operations Analyst,None,Toyota Motor Manufacturing Canada,None
Inventory Operations Analyst,"Cambridge, ON",Toyota Motor Manufacturing Canada,None
data analyst - informatics and systems,"Thornhill, ON",EU Health and Innovations Inc.,"$81,000 a year"
"Data Analyst/Data Engineer, Internal Audit, Fall 2021 Studen...","Toronto, ON",RBC,None
Data Science Analyst (Remote),"Toronto, ON",Yelp,None
Data Analyst,None,TECHSUPPORT.CA CORP,"$45,000 - $55,000 a year"
"Analyst, Costing Master Data","Brampton, ON",Loblaw Companies Limited,None
Analyst in Genetic Toxicology,"Senneville, QC",Charles River Laboratories,None
