Company,Location,Title,Salary
SMC - Software Modelers Inc,None,Analyst at RefundPros (Part or Full-time,13520
SMC - Software Modelers Inc,Kelowna BC,Analyst at RefundPros (Part or Full-time,13520
SMC - Software Modelers Inc,Kelowna BC,Analyst at RefundPros (Part or Full-time,13520
Manpower,None,Master Inventory Analyst,24960
Canadian Global Immigration Consulting,Burnaby BC,Admin Data Analyst,26000
Douglas College,New Westminster BC,Senior Budget Analyst,29395
Echello Inc,Richmond BC,Database Analyst,31200
Echello Inc,Richmond BC,Database Analyst,31200
Kanwar Herr,Surrey BC,Database Administrator/Analyst,33280
DOLON MEDIA GROUP INC.,Surrey BC,Database Analysts & Data Administrator,34320
AgencyAnalytics,None,Data Analyst,35000
AgencyAnalytics,None,Data Analyst,35000
AgencyAnalytics,None,Data Analyst,35000
MSi Corp (Bell Canada,Toronto ON,Junior Business Analyst,36400
Winhere Canada,None,Inventory Control Analyst,40000
Lakhe Wale Jewellers Ltd.,Surrey BC,investment analyst,40560
Next Step Trading Inc,Milton ON,systems analyst,41080
PHSA,Burnaby BC,Business Intelligence Data Developer,41256
Cloud IT!,Concord ON,computer systems analyst,41600
District of Squamish,Squamish BC,Senior IT Business Analyst,44252
Utilismart Corporation,London ON,Data Analyst,46500
Utilismart Corporation,London ON,Data Analyst,46500
Primco,Calgary AB,artificial intelligence analyst,46800
Upfield,Etobicoke ON,Production Support Planning Analyst (6 Month Contract,49920
Upfield,Etobicoke ON,Production Support Planning Analyst (6 Month Contract,49920
TELUS,Burnaby BC,Business Analyst - Represent TELUS,52500
Dealer Media,None,Data Analyst/Administrative Assistant,57500
Dealer Media,None,Data Analyst/Administrative Assistant,57500
Dealer Media,None,Data Analyst/Administrative Assistant,57500
A.S. May,Oakville ON,Data Systems/Analyst {Experience Required},60000
Simon Fraser University,Burnaby BC,Junior Analyst,62449
City of Barrie,Barrie ON,Registration Administrator and Data Analyst,63823
Saskatchewan Polytechnic,Saskatchewan,IT Business Analyst,65292
DocuPet,Calgary AB,Data Analyst,70000
Beta Calco Inc.,Toronto ON,Data Analyst,70000
Beta Calco Inc.,Toronto ON,Data Analyst,70000
eHealth Saskatchewan,Regina SK,Privacy Analyst,70855
National Research Council Canada,Ottawa ON,Business Analyst,74043
Winful Seafood International Ltd.,Scarborough ON,marketing analyst,75920
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
Legislative Assembly,Toronto ON,BUSINESS ANALYST (ANALYTICS AND REPORTING,76607
Vincent Investment Products Inc.,Unionville ON,securities research analyst,78000
Natural Resources Canada,Hamilton ON,Systems Analyst,78326
Ministry of Education,Toronto ON,DATA AND SYSTEMS ANALYST,80782
PROVISION IT RESOURCES,None,Financial Data Analyst - PeopleSoft,86320
York Region,Newmarket ON,Social Services Analyst,88108
Metro Vancouver,Burnaby BC,Technical Business Analyst II,88830
EDC,Ottawa ON,Senior Data Governance Analyst,109150
Bank of Canada,None,"Analyst, FIN-Partnering",53140
St. Joseph's Health Care London,None,"Data Analyst, Perioperative Services",53140
Fraserway RV,None,Data Analyst/Engineer,53140
Baker Hughes,"Calgary, AB",Data Analyst,53140
eBay Inc.,"Toronto, ON",Data Insights Analyst - Intern,53140
