Company,Location,Title,Salary
Halifax Regional Municipality,Halifax NS,Student Business Analytics Developer,20800
Advanced Analytics and Research Lab (AAARL,Toronto ON,Analytics Client Lead and Development,21000
WeyMedia Inc.,None,Senior Business Data Analyst,30000
ProCogia,Vancouver BC,Data Science Consultant,35000
Sioux Lookout First Nations Health Authority,Sioux Lookout ON,Health Data Analyst – ACW,39128
Sryas Inc.,Toronto ON,Data Analyst,42500
Nidish LLC,Remote,Data Scientist,46800
CANN Forecast,Montréal QC,CANN FORECAST | Machine Learning/Statistical Analysis Intern...,47840
BC Pension Corporation,Victoria BC,Data Scientist,53900
Notik,Montréal QC,Data Analyst,57500
Oliver Solutions,Toronto ON,Data Science and Analytics (DAS,85000
Eastern Canada Consulting,Calgary AB,Big Data Consultant - Cloud Azure,85000
Innovation Credit Union,Canada,Data Scientist,92629
BluVec Technologies INC,Surrey BC,data scientist,95000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Canadian Security Intelligence Service,Ottawa ON,Data Scientist,105705
Advanced Analytics and Research Lab,Toronto ON,Advanced Analytics and Research Lab,112737
Léger,None,Data Scientist,64502
Canada Life Assurance Company,"Toronto, ON",Junior Data Scientist Co-op,64502
TC Energy,"Calgary, AB",Integrity Data Scientist,64502
Blackline Safety,None,QA Data Analyst,64502
Targeted Talent,"Quebec City, QC",Data Scientist,64502
BW Group,Canada,RENEWABLE ENERGY DATA SCIENTIST,64502
Integra Data & Analytic Solutions,"Calgary, AB",DATA SCIENTIST,64502
Summatti,"Kitchener, ON",Data Scientist,64502
John Deere,Ontario,Data Wrangler,64502
Ubisoft,"Montréal, QC",Data Scientist Assistant – Business (6 month minimum),64502
Yelp,Remote,Data Scientist (Remote),64502
First Derivatives plc/Kx,"Mississauga, ON",Graduate Data Scientist,64502
Groupe Dynamite Inc.,"Mont-royal, QC",Data Scientist,64502
AIR MILES,"Montréal, QC","Data Scientist, Co-Op",64502
Kinsol Research,British Columbia,Data Scientist,64502
Amazon Dev Centre Canada ULC,"Toronto, ON",Senior Data Scientist,64502
Nakisa,"Montréal, QC",Data Scientist,64502
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",64502
Guestlogix,Remote,Data Scientist,64502
PNI Digital Media,"Vancouver, BC",DATA SCIENTIST,64502
BDO,"Greater Toronto Area, ON",Senior Data Scientist,64502
"Amazon Web Services Canada, In","Vancouver, BC",Data Scientist,64502
Parkland Corporation,"Calgary, AB",Data Scientist,64502
Microsoft,"Vancouver, BC",Data Scientist,64502
FORM,"Vancouver, BC",Data Scientist,64502
Oxford Properties,"Toronto, ON",Data Scientist Co-op (Summer 2021 4-month Term),64502
Maxa AI,"Montréal, QC",Data Scientist,64502
Pinterest,"Toronto, ON","Data Scientist, Shopping",64502
METRIO,"Montréal, QC",Data Scientist,64502
RBC,"Toronto, ON","Internal Auditor & Data Analyst, Summer 2021 Student Opportu...",64502
Neurio Technology,"Vancouver, BC",Data Scientist I-Neurio,64502
Arisoft Group,"Toronto, ON",Data Scientist AI/ML,64502
Fusion Analytics,Canada,Data Analyst,64502
Rogers Communications,"Toronto, ON",Data Scientist,64502
Betterfit,"Edmonton, AB",Backend Developer (Data Science),64502
Grant Thornton,"Toronto, ON",Data Scientist,64502
IQVIA,Ontario,Data Analyst,64502
Wysdom.AI,"Richmond Hill, ON",Data Scientist,64502
Perpetua Labs,"Toronto, ON",Forward Deployed Data Scientist,64502
Yelp,Remote,Data Science Analyst (Remote),64502
BMW Group Financial Services Canada,"Toronto, ON",Business Intelligence Intern (12 months),64502
Square,"Toronto, ON","Data Scientist, Point of Sale & Customers",64502
Koïos Intelligence,"Montréal, QC",Data scientist,64502
McAfee,"Waterloo, ON","Data Scientist, Consumer Analytics",64502
Huddle,"Moncton, NB",Data Scientist,64502
URBINT,Canada,Senior Data Scientist (ML Researcher),64502
