Company,Location,Title,Salary
Advanced Analytics and Research Lab (AAARL,Toronto ON,Analytics Client Lead and Development,21000
Advanced Analytics and Research Lab (AAARL,Toronto ON,Analytics Client Lead and Development,21000
TransLink,Metro Vancouver Regional District BC,Data Scientist - Bus Priority Programs,34282
MSi Corp (Bell Canada,Ottawa ON,Data Scientist,36400
Notik,Montréal QC,Data Analyst,57500
IDES CANADA INC,Whitchurch-Stouffville ON,Machine Learning Engineer/Data Scientist,65000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Robert Half,None,Data Scientist,70000
Solid State of Mind Inc.,Montréal QC,Machine Learning Developer,70000
Valital Technologies Inc.,Montréal QC,NLP Developer,72500
Valital Technologies Inc.,Montréal QC,NLP Developer,72500
Lighthouse Labs,Vancouver BC,Remote PT Data Science Mentor,83200
Eastern Canada Consulting,Calgary AB,Big Data Consultant - Cloud Azure,85000
Wesley Clover,Ottawa ON,Machine Learning Engineer,88792
High Tech Genesis,Ottawa ON,data scientist,90000
Ministry of Children Community and Social Service...,Toronto ON,DATA SCIENTIST,90783
Innovation Credit Union,Canada,Data Scientist,92629
Bluvec Technoligies Inc.,Burnaby BC,Machine Learning Engineer (Wireless,95000
BluVec Technologies INC,Surrey BC,data scientist,95000
Staffinity Inc.,None,Data Scientist/Machine Learning Engineer,100000
Halterix Corporation,Toronto ON,Machine Learning Engineer / Developer,110000
Government of the Northwest Territories,Yellowknife NT,Geotechnical Data Scientist,111000
ZeroKey,None,Senior Applied Research Scientist,112500
Advanced Analytics and Research Lab,Toronto ON,Advanced Analytics and Research Lab,112737
CybernetIQ,Waterloo ON,Big Data Engineer,115000
Infostrux Solutions,"Quebec City, QC","Data Scientist, Remote",77649
FORM,None,Data Scientist,77649
Canadian National Railway,None,Data Scientist,77649
None,None,Senior Applied Data Scientist,77649
Thinking Capital,"Ottawa, ON",Data Scientist,77649
EnPowered,"Kitchener, ON",Data Scientist,77649
Scotiabank,"Toronto, ON",Data Scientist,77649
Targeted Talent,"St. John's, NL",Data Scientist,77649
LNG Canada Development Inc.,"Calgary, AB","Data Engineer - Data and Analytics, Information",77649
Dell Technologies,"Toronto, ON",Marketing Data Scientist (100% Remote),77649
Overbond,"Toronto, ON",Junior Data Scientist,77649
IBM,"Calgary, AB",Machine Learning Developer Intern (4 months),77649
Profitable Software Inc.,"Vancouver, BC",Junior Data Scientist,77649
Integra Data & Analytic Solutions,"Calgary, AB",DATA SCIENTIST,77649
Summatti,"Kitchener, ON",Data Scientist,77649
Tangerine Bank,"North York, ON",Data Scientist - Tangerine,77649
Best Buy,Canada,Senior Applied Data Scientist,77649
GoDaddy,British Columbia,Data Scientist - Domain Registrar and Investors,77649
Axiom Zen,"Vancouver, BC",Senior Data Scientist,77649
Paper,"Montréal, QC",Data Scientist,77649
Bentley Systems,"Quebec City, QC",Applied AI Scientist II,77649
Spocket,Remote,Senior Data Scientist,77649
SITA,"Montréal, QC",Data Scientist (Machine Learning/ Operation Research) Expert,77649
nugget.ai,"Toronto, ON",Data Scientist,77649
Kinsol Research,British Columbia,Data Scientist,77649
"Amazon Web Services Canada, In",Ontario,Data/ML Engineer,77649
Guestlogix,Remote,Data Scientist,77649
Nakisa,"Montréal, QC",Data Scientist,77649
Koïos Intelligence,"Montréal, QC",Data scientist,77649
Numerator,Remote,"Data Engineer, Data Science",77649
Cvent,"Fredericton, NB",Senior Data Scientist,77649
Desjardins,"Montréal, QC","Analyst, Data Science",77649
Groupe Dynamite Inc.,"Mont-royal, QC",Data Scientist,77649
Neon,"Vancouver, BC",Data Scientist,77649
RBC,"Toronto, ON","Data Scientist, Summer Student 2021 Opportunities",77649
nugget.ai,"Toronto, ON",Data Scientist,77649
The Chapman Group,"Fredericton, NB",Data Analyst,77649
National Bank of Canada,"Montréal, QC",Senior Data Analyst,77649
Mistplay,"Montréal, QC",Data Scientist II,77649
Transit App,"Montréal, QC",Data Scientist,77649
Guestlogix,Remote,Data Scientist,77649
Perpetua Labs,"Toronto, ON",Forward Deployed Data Scientist,77649
ProNavigator,"Kitchener, ON",Senior Data Scientist,77649
IBM,"Ottawa, ON",AI Technical Education Intern (12 months),77649
Geotab,"Oakville, ON",Data Scientist,77649
Groupe Dynamite Inc.,"Mont-royal, QC",Data Scientist,77649
Neon,"Vancouver, BC",Data Scientist,77649
Scotiabank,"Toronto, ON",Senior Data Scientist,77649
Prodigy Game,None,"Data Scientist, Marketing & Web Analytics",77649
Square,"Toronto, ON","Data Scientist, Point of Sale & Customers",77649
Noise,"Vancouver, BC",Business/Data Analyst,77649
Hach,"Vancouver, BC",Aquatic Informatics - Senior Data/Applied Scientist,77649
Tonal,"Toronto, ON","Senior Data Scientist, GANs TORONTO, ONSOFTWARE",77649
Munich Re,"Toronto, ON",Data Scientist / Senior Data Scientist - North American Inte...,77649
Rogers Communications,"Toronto, ON",Data Scientist,77649
MobSquad,"Calgary, AB",Data Scientist,77649
Farm Credit Canada,"Regina, SK",Data Scientist (Senior Economist),77649
Financement agricole Canada,"Regina, SK",Data Scientist (Senior Economist),77649
Grant Thornton,"Toronto, ON",Data Scientist,77649
RB,"Mississauga, ON",Data Scientist,77649
PNI Digital Media,"Vancouver, BC",DATA SCIENTIST,77649
Nestle,"Montréal, QC",Business Intelligence Intern,77649
OSL Retail Services Inc,"Mississauga, ON",Vice President Business Analytics and Data,77649
Sonder,"Montréal, QC","Pricing Data Scientist | Data Scientist, Tarification",77649
Accedian Networks,"Ottawa, ON",Data Scientist,77649
Qool Media Holdings,"Venice, AB","Principal Data Scientist, Lead Generation",77649
Deloitte,"Toronto, ON",Data Science Specialist,77649
KPMG,"Montréal, QC","Data Analytics and Implementation Lead, KPMG Lighthouse",77649
Coursera,"Toronto, ON","Senior Data Scientist, Decision Science",77649
ThinkBeyond Inc,"Toronto, ON",Data Analytical Specialist/Scientist - Intermediate,77649
Wawanesa,"Winnipeg, MB",Data Scientist I,77649
Asana,"Vancouver, BC",Data Scientist,77649
Wave,"Toronto, ON",Machine Learning Co-op - May 2021,77649
Cyber Chasse,Canada,Data Science,77649
AOMS Technologies Inc.,"Toronto, ON",Data Science Intern,77649
Deloitte,"Toronto, ON",Data Science Specialist,77649
KPMG,"Montréal, QC","Data Analytics and Implementation Lead, KPMG Lighthouse",77649
Coursera,"Toronto, ON","Senior Data Scientist, Decision Science",77649
Wawanesa,"Winnipeg, MB",Data Scientist I,77649
Wave,"Toronto, ON",Machine Learning Co-op - May 2021,77649
Cyber Chasse,Canada,Data Science,77649
Peritus.ai,"Montréal, QC",Data Scientist,77649
Hach,"Vancouver, BC",Data Science Co-op,77649
RBC,"Toronto, ON","Internal Auditor & Data Analyst, Summer 2021 Student Opportu...",77649
Splunk,"Vancouver, BC",Applied Scientist- Remote BC or Ontario,77649
TELUS,"Toronto, ON",Data Scientist,77649
Prodigy Game,None,"Data Scientist, Marketing & Web Analytics",77649
agileDSS,"Montréal, QC",Conseiller en Data Visualisation - Power BI,77649
MightyHive,"Toronto, ON",Data Scientist,77649
IHS Markit,"Calgary, AB",2021 Summer Internship - Financial Risk Analytics - Software...,77649
Desjardins,"Montréal, QC","Senior Advisor, Data Science",77649
Loblaw Companies Limited,"Toronto, ON",Data Scientist,77649
Moneris Solutions Corporation,"Etobicoke, ON",Sr Business Data Analyst,77649
Ernst & Young,"Toronto, ON","Data, Apps, and Modern BI Technical Consultant",77649
OGGN Inc.,Remote,Data Scientist (AI/ML),77649
McKinsey & Company,"Montréal, QC",Senior Data Scientist - QuantumBlack,77649
Trader Corporation,"Toronto, ON","Master, Data Scientist",77649
Nuance,"Montréal, QC",Chercheur Stagiaire (Été 2021) - NLP - Research Intern (Summ...,77649
IBM,"Markham, ON",Machine Learning Infrastructure Engineer,77649
IQVIA,Ontario,Data Analyst,77649
The Mosaic Company,"Regina, SK",Data Scientist,77649
Carfax,"London, ON",Sr. Data Analyst (ML and R),77649
Temetrix,"Ottawa, ON",SENIOR DATA SCIENTIST,77649
Chisel AI,"Toronto, ON",Machine Learning Scientist,77649
Yelp,"Toronto, ON",Applied Scientist (Remote),77649
BlackBerry,"Ottawa, ON",Senior Machine Learning / Data Science Developer,77649
Affirm,Ontario,Pricing Analytics Sr Analyst,77649
IBM,"Markham, ON",Watson Machine Learning Software Developer,77649
Brookfield Asset Management,"Toronto, ON",Data Analyst,77649
The Valens Company Inc,"Kelowna, BC",Senior Data Analyst,77649
Perpetua Labs,"Toronto, ON",Data Science Engineer,77649
Gartner,"Quebec City, QC","Principal, Data Science And Machine Learning Development",77649
Providence Health Care,"Vancouver, BC",Data Scientist,77649
PwC,"Toronto, ON","Deals, Data Analytics Generalist, Associate",77649
Vendasta,"Saskatoon, SK",Senior Data Analyst,77649
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",77649
IPG Mediabrands,"Toronto, ON",Initiative - Senior Data Analyst,77649
iQmetrix,"Vancouver, BC",Product Manager Data & Analytics,77649
Microsoft,"Vancouver, BC",Senior Machine Learning Scientist,77649
Vendasta,"Saskatoon, SK",Manager of Data Science,77649
Antuit,Remote,Senior AI / ML Scientist,77649
Picovoice Inc,"Vancouver, BC",Applied Speech Scientist,77649
Microsoft,"Vancouver, BC",Senior Data & Applied Scientist,77649
First Nations Health Authority,Canada,"Regional Senior Data Analyst - 2 Year Term - (Prince George,...",77649
Alberta Pensions Services,"Edmonton, AB",21-03 Analytics and Data Science Specialist,77649
Critical Mass,"Calgary, AB",Marketing Science Analyst (Digital Analytics),77649
PHSA,"Vancouver, BC","Data Scientist, Data, Analytics, Evaluation and Reporting (D...",77649
IPG Mediabrands,"Toronto, ON",Initiative - Senior Data Analyst,77649
BlueDot Inc.,"Toronto, ON",Epidemiologist - Predictive Modeling Specialist,77649
ArcelorMittal,"Concord, ON",Data Analytics Specialist,77649
iQmetrix,"Vancouver, BC",Product Manager Data & Analytics,77649
Igloo Software,"Kitchener, ON",Business Data Scientist,77649
Critical Mass,"Toronto, ON","Marketing Science Analyst, Website Analytics",77649
Microsoft,"Vancouver, BC",Senior Machine Learning Scientist,77649
Amilia,"Montréal, QC",Data Analyst,77649
Circle,Ontario,Senior Data Analyst - Risk,77649
