Company,Location,Title,Salary
Schooley Mitchell,Stratford ON,Expense Analyst,20000
Schooley Mitchell,None,Expense Analyst,20000
Kumi Canada Corporation,Bradford West Gwillimbury ON,Management Data Analyst Intern,20800
Inland Empire United Way,Riverside ON,211 Data Analyst,22880
White Clarke Group,Toronto ON,Junior Business Analyst (12 Month Contract,24000
Canadian Global Immigration Consulting,Burnaby BC,Admin Data Analyst,26000
Safety Media Inc.,Toronto ON,Programmer and Business Analyst,29000
Douglas College,New Westminster BC,Senior Budget Analyst,29395
AgencyAnalytics,None,Data Analyst,35000
AgencyAnalytics,None,Data Analyst,35000
Powernode Computer Inc.,Markham ON,database analyst,36400
Powernode Computer Inc.,Markham ON,database analyst,36400
City of Brampton,Brampton ON,GIS ANALYST,38029
Native Council of Prince Edward Island,Charlottetown PE,analyst social policies,39520
PRECISIONheor,Vancouver BC,research analyst health policy,40000
EU Health and Innovations Inc.,Thornhill ON,data analyst - informatics and systems,40500
BITTS International Career College,Mississauga ON,database analyst,41600
Aesthetic Dimension Group,Calgary AB,Business Development Analyst,41600
BITTS International Career College,Mississauga ON,database analyst,41600
District of West Vancouver,West Vancouver BC,Capital Asset Analyst,41984
Primco,Calgary AB,artificial intelligence analyst,46800
Barite Mud Services Inc.,Buchans NL,Technology Analyst (New Graduate,46800
ICC,Alliston ON,Reporting & Data Analyst,47500
ETS Educational Testing Service Canada Inc.,Toronto ON,Research Data Analyst,47500
EPCM,Oakville ON,Data Analyst - Business Intelligence,50000
Horizon Health Network,Miramichi NB,Miramichi HR Systems and Data Analyst (N-B PCN 1757179,54444
Province of Nova Scotia,Halifax NS,Data Analyst (Research & Stat Officer 2,56526
Dealer Media,None,Data Analyst/Administrative Assistant,57500
CorGTA,None,Intermediate Business Systems Analyst - Data Projects - 56....,58240
Epic Story Interactive,Vancouver BC,Data Analyst,60000
CC MALL ENTERPRISE INC.,Richmond BC,Database Analyst (E-Commerce,62400
University of Alberta,Edmonton AB,Senior Data Analyst,69941
Bizxcel Inc.,None,Business and Data Analyst,70000
McGill University,Montréal QC,Analyst,78920
Central City Brewers and Distillers,Surrey BC,Business Analyst,82500
David Aplin Group,None,Data Visualization Specialist,85000
David Aplin Group,None,Data Visualization Specialist,85000
NL and Labrador Center for Health Info.,Newfoundland and Labrador,EMR Applications Analyst II,86112
HabitatSeven Inc,Ottawa ON,supply chain process analyst,94000
HabitatSeven Inc,Ottawa ON,supply chain process analyst,94000
KD Exclusive Consulting Inc,Greater Toronto Area ON,Data Analyst,98800
Public Service Commission of Canada,Gatineau QC,Principal Analyst,106520
Prodigy Systems Inc.,Toronto ON,Intake Analyst,124800
Xena Technologies Inc.,None,Master Data Management - Business Analyst,145600
Xena Technologies Inc.,None,Master Data Management - Business Analyst,145600
BioScript Solutions,None,Data Analyst,58093
Stantec,"Calgary, AB","Analyst, Data Management",58093
TransAlta,"Calgary, AB",Junior Data Analyst (12 Months Temporary),58093
BGIS,"Calgary, AB",Data Centre Analyst,58093
Alberta Health Services,"Calgary, AB",Analyst,58093
WestJet,"Calgary, AB",Data Analyst,58093
Robert Half,None,Data Reporting Analyst - Microstrategy,58093
Rise People Inc.,"Vancouver, BC",Data Analyst & Zoho Administrator,58093
Procom,None,Data Analyst - 307006,58093
Loblaw Companies Limited,"Brampton, ON","CO-OP, Analyst, Data Operations",58093
PHSA,"Vancouver, BC",Data Analyst,58093
United Way Windsor-Essex County,"Windsor, ON",Data Analyst,58093
EY,"Halifax, NS",Staff Data Analyst,58093
Compute Canada,Remote,Senior Data Analyst,58093
ROSEN Group,"Calgary, AB",Data Analyst,58093
DKSY Consulting Inc.,"Vaughan, ON","Data Analyst, Product Management",58093
Canadian Natural,"Calgary, AB",Supply Management Analyst,58093
Hill+Knowlton Strategies,"Ottawa, ON",Data Analyst,58093
Compute Canada,Remote,Senior Data Analyst,58093
StoryIQ,Remote,Data Visualization and Business Intelligence Trainer,58093
BGIS,"Halifax, NS",Accounting/Reporting Analyst - Project Billing - REMOTE POSI...,58093
Moneris Solutions Corporation,"Etobicoke, ON",Business Data Analyst,58093
Germain Hôtels,"Ottawa, ON",Data Analyst,58093
Alberta Health Services,"Calgary, AB",Business Analyst,58093
Parkland Corporation,"Calgary, AB",Summer Student - Digital MDM Analyst (Junior),58093
Rock FOC Technology,"Windsor, ON",Data Solutions Analyst,58093
Rogers Communications,"Burnaby, BC",Works Coordinator - Data Analyst,58093
Suncor Energy Services,None,Data Visualization Analyst (Developer),58093
AIG,None,VALIDUS RE - Actuarial Analyst,58093
BioScript Solutions,None,Data Analyst,58093
The Adored Beast Apothecary Ltd.,None,International Supply Chain & Logistics Analyst,58093
The Co-operators,Canada,Data Modelling and Reporting Analyst,58093
School District No. 35 (Langley),"Langley, BC",Data Analyst and Student Information Planner (Exempt),58093
NB Power Energy,"Fredericton, NB",Business Analyst,58093
GHD,"Waterloo, ON",Junior Data Analyst - Relational/SQL Data Bases,58093
Procom,None,Data Analyst - 306580,58093
VON Canada (Nova Scotia),"Sydney, NS",Workforce Management Analyst (TFT 1.0),58093
Link Energy,"Montréal, QC",Data Analyst,58093
Rock FOC Technology,"Windsor, ON",Data Solutions Analyst,58093
TTi Canada Inc.,None,Power BI Developer,58093
Cognizant Technology Solutions,"Toronto, ON",Business Analyst - Reference Data Management,58093
RBC,"Toronto, ON",Data Analyst,58093
TransForm Shared Service Organization,"Windsor, ON",JR Business Analyst,58093
CIBC,"Sydney, NS","Analyst, Investment Banking",58093
WSP,"Calgary, AB",Oracle ERP Analyst,58093
CCI Research Inc.,"Orangeville, ON",Research Analyst,58093
School District No. 35 (Langley),"Langley, BC",Data Analyst and Student Information Planner (Exempt),58093
Robert Half,None,Data Reporting Analyst - Microstrategy,58093
IBM,"Markham, ON",Hybrid Cloud Data Analyst,58093
Day & Ross Inc.,"Fredericton, NB",Data Analyst,58093
Vidyard,Remote,Marketing Analyst,58093
AECOM,"Edmonton, AB",Data Analyst Intern,58093
Procom,None,Data Analyst - 306580,58093
CIBC,"Toronto, ON",Risk Data Analyst,58093
Cogeco Connexion Inc,"Burlington, ON",CPE Network Specialist & Data Analyst,58093
Canadian Association of Petroleum Producers,"Calgary, AB",BUSINESS INTELLIGENCE AND DATA ANALYTICS ARCHITECT,58093
Canadian Niagara Hotels,"Niagara Falls, ON",Junior Data Analyst,58093
Darkhorse Analytics,Alberta,Director of Data Visualization,58093
QSI Inc,"Ottawa, ON",Intermediate Data Analyst,58093
Normative,"Toronto, ON",Strategy Analyst,58093
Aviva,"Markham, ON",Senior Data Analyst,58093
Cogeco Connexion Inc,"Burlington, ON",CPE Network Specialist & Data Analyst,58093
EllisDon Corporation,"Mississauga, ON",Data Analyst,58093
CGI,"Halifax, NS",Data Technical Analyst,58093
Scotiabank,"Toronto, ON","Analyst, Ask GPS",58093
The Co-operators,Canada,Total Rewards Analyst,58093
Ontario Shores Centre for Mental Health Services,"Whitby, ON","DECISION SUPPORT ANALYST, DECISION SUPPORT",58093
Eastside Games,Remote,Game Data Analyst,58093
Oxford Economics,"Mississauga, ON","Internship – Economic Research Analyst - Mississauga, Ontari...",58093
Clutch,"Toronto, ON",Data Analyst,58093
S M Software Solutions Inc,Remote,Business Analyst,58093
Gallagher,"Calgary, AB",Client Benefits Analyst,58093
Activation Laboratories Ltd.,"Ancaster, ON",Data Analyst,58093
BMO Financial Group,"Toronto, ON",IAM User-Access Provisioning Analyst,58093
Textron Specialized Vehicles,"Winnipeg, MB",Master Data Analyst - Winnipeg,58093
Morneau Shepell,"Halifax, NS",Actuarial Analyst,58093
KPMG,"Toronto, ON","Data Analyst, Talent Analytics (1 Year Contract)",58093
Kerr Financial Consultants,"Montréal, QC",Investment Management DATA ANALYST,58093
Morningstar,"Toronto, ON",Data Research Analyst,58093
Canon Canada,"Brampton, ON",Pricing Associate Analyst - Product,58093
ProCogia,"Toronto, ON",Data Analyst lll,58093
PokerStars,"Toronto, ON",Senior Data Analyst,58093
Mackenzie Health,"Richmond Hill, ON",Data Quality Analyst,58093
Brookfield Asset Management,"Toronto, ON",Data Analyst,58093
Randstad,None,Data Analyst - Calgary,58093
TD Bank,"Toronto, ON",Modelling/Forecasting Analyst,58093
Ameya Cloud Solutions,"Mississauga, ON",Azure Sr. Data Analyst,58093
JLL,"Calgary, AB",Research Analyst,58093
PHSA,"Vancouver, BC",Policy Analyst - Tumour Groups BC Cancer Vancouver,58093
PepsiCo,"Owen Sound, ON",Data Education Sr. Analyst,58093
Earl's Holdings Ltd.,"Vancouver, BC",Data Support Analyst,58093
Activation Laboratories Ltd.,"Ancaster, ON",Data Analyst,58093
Loblaw Companies Limited,"Brampton, ON","Analyst, Loyalty Program Management",58093
MediaCom,"Toronto, ON",Data Analyst,58093
Canadian Association of Petroleum Producers,"Calgary, AB",BUSINESS INTELLIGENCE AND DATA ANALYTICS ARCHITECT,58093
AltaLink,"Calgary, AB",Business Analyst Reporting Specialist,58093
Procom,None,Data Analyst - 306580,58093
Rogers Communications,"Toronto, ON",Revenue Assurance Analyst,58093
BC Public Service,"Victoria, BC",ECON 21R - Business Analyst,58093
JLL,"Calgary, AB",Research Analyst,58093
Coast Capital Savings Federal Credit Union,"Vancouver, BC",Data Quality Analyst-Remote,58093
Bureau Veritas,"Mississauga, ON",HRMS Operator/Data Analyst - HRMS Instrumentation Lab,58093
Globe Electric,"Pointe-Claire, QC",Junior BI Application Support Analyst,58093
resulta,"Bedford, QC",Data Visualization Specialist,58093
Home Trust Company,"Toronto, ON",Data Quality Analyst,58093
D2L,"Kitchener, ON",Business Analyst,58093
TTi Canada Inc.,None,Power BI Developer,58093
RBC,"Toronto, ON",Data Quality Analyst,58093
Zero11,"Abbotsford, BC",Data Warehouse Analyst,58093
Baffinland Iron Mines,"Mary River, NU",Health and Safety Analyst,58093
NTT DATA Services,"Halifax, NS",Healthcare Payer - Data Analyst,58093
Canada Post - Postes Canada,"Ottawa, ON","Analyst, Master Data",58093
Abbvie,"Saint-Laurent, QC","Analyst, Business Intelligence",58093
Dentons,"Toronto, ON","Interim Global Finance Data Analyst R2R - London, Edinburgh,...",58093
Bell Canada,"Montréal, QC","Data Analyst, Business Intelligence",58093
IGT,"Moncton, NB",Data Ops Analyst III,58093
Southlake Regional Health Centre,"Newmarket, ON",Case Costing Analyst,58093
CellCarta,"Montréal, QC",Data Analyst - Immunology,58093
Communitech Technology Association,"Kitchener, ON",Data Analyst,58093
Procom,None,Data Analyst - 307006,58093
SMC - Software Modelers Inc,"Kelowna, BC",Analyst at RefundPros (Part or Full-time),58093
Hudson's Bay Company (HBC),"Richmond, BC","Analyst, Parcel Logistics Strategy Analysis",58093
