Company,Location,Title,Salary
Thunder Bay Counselling,None,Data Analyst,16640
ECS,Hamilton ON,Data & Reporting Analyst,22880
NORTHERN LIGHTS SEAFOOD INC.,Corner Brook NL,analyst investments,27040
Eyeon Imports Inc,108 Mile Ranch BC,Retail Link Data Analyst,31200
Dameng Internet Ltd,Halifax NS,database analyst,32240
PolicyMe,York ON,marketing analyst,35000
Keyano College,Fort McMurray AB,Database Analyst,35949
EU Health and Innovations Inc.,Thornhill ON,data analyst - informatics and systems,40500
Rogers Authorized Dealer,None,Data Analyst,45000
WINNIPEG FREE PRESS,Winnipeg MB,Data Research Analyst,46500
Blue Door Supportive Services,None,Data Analyst,50000
TECHSUPPORT.CA CORP,None,Data Analyst,50000
TECHSUPPORT.CA CORP,None,Data Analyst,50000
TECHSUPPORT.CA CORP,None,Data Analyst,50000
Poros Career,Vancouver BC,Data Analyst,51500
ClickDishes Inc.,Vancouver BC,data analyst - informatics and systems,56000
Dawn InfoTek Inc.,Toronto ON,Database Analyst / Programmer,62400
Iron Berry Inc.,Whitbourne NL,systems analyst,65000
Gokabu Technologies Inc.,Richmond BC,database analyst,65520
NTT DATA Services,Halifax NS,Business Analyst (Data Analysis & Healthcare Payer,67600
Public Service Commission of Canada,Canada,Policy and Data Analyst - Careers for Persons with Disabilit...,77619
Vincent Investment Products Inc.,Unionville ON,securities research analyst,78000
EDC,Ottawa ON,Systems Analyst,78500
Mowi Canada East,St. George NB,senior accounting analyst,80000
University of British Columbia,Vancouver BC,Access and Identity Analyst,84792
NL and Labrador Center for Health Info.,Newfoundland and Labrador,EMR Applications Analyst II,86112
The Corporation of the Town of Aurora,Aurora ON,GIS and Data Analyst,87533
Ministry of Government and Consumer Services,Toronto ON,QUALITY ASSURANCE ANALYST,89159
Strategy Group,Mississauga ON,Business Analyst,90000
Office of the Superintendent of Financial Institut...,Toronto ON,Business Analyst (RE-05 Risk & Data Analytics,105950
Agriculture and Agri-Food Canada,Ottawa ON,Senior Data Science Analyst,106520
TELUS International Inc.,Edmonton AB,Data Analyst/Engineer,161200
AIR MILES,None,Analytics & Insights Analyst,63323
Canadian National Railway,None,"Intern, Data Analyst - Rail Operations",63323
Tourism Sentiment Index,None,Data Analyst,63323
Inuvialuit Regional Corporation,None,Research Data Analyst,63323
SofDep Ltd (Correnet),None,Junior Business Analyst,63323
Scandinavian Building Services,None,Junior Data & Reports Analyst,63323
National Tire Distributors,None,Data Analyst - Transportation,63323
Trimac,"Calgary, AB","Data Analyst, Calgary, AB",63323
Prodigy Game,None,"Data Analyst, Marketing",63323
Morgan Stanley,"Montréal, QC",Data Analyst,63323
Toyota Motor Manufacturing Canada,None,Materials Parts Ordering Analyst,63323
Toyota Motor Manufacturing Canada,None,Assembly Line Operations Analyst,63323
Pacific Blue Cross,"Burnaby, BC",Actuarial Data Analyst,63323
RBC,"Toronto, ON","Data Analyst, Portfolio Engineering",63323
Crazy Labs,Ontario,Game Data Analyst,63323
Schneider Electric,"Brossard, QC","Upstream Planning, Data Analyst",63323
BD,"Mississauga, ON",Data Analyst (12-month contract),63323
McAfee,"Toronto, ON",UX Data Analyst,63323
Loblaw Companies Limited,"Brampton, ON","CO-OP, Data Science Analyst",63323
Softchoice,None,Data Quality Analyst,63323
AgencyAnalytics,Remote,Data Analyst,63323
Air Canada,"Montréal, QC",Analyst - Data and Analytics - TCC,63323
BELTERRA CORPORATION,None,Technical Business Analyst,63323
Toyota Motor Manufacturing Canada,None,Materials Parts Ordering Analyst,63323
Geotab,"Oakville, ON",Data Analyst,63323
Bold Commerce,"Calgary, AB",Senior Data Analyst,63323
ARYZTA Careers,"Mississauga, ON",Logistics Analyst,63323
Toyota Motor Manufacturing Canada,None,Assembly Line Operations Analyst,63323
Toyota Motor Manufacturing Canada,"Cambridge, ON",Inventory Operations Analyst,63323
RBC,"Toronto, ON","Data Analyst/Data Engineer, Internal Audit, Fall 2021 Studen...",63323
Yelp,"Toronto, ON",Data Science Analyst (Remote),63323
Loblaw Companies Limited,"Brampton, ON","Analyst, Costing Master Data",63323
Charles River Laboratories,"Senneville, QC",Analyst in Genetic Toxicology,63323
Toyota Motor Manufacturing Canada,None,Materials Parts Ordering Analyst,63323
FCT,"Oakville, ON",Junior Data Analyst,63323
Southern Glazer’s Wine and Spirits,"Toronto, ON",Sales Analyst,63323
Electronic Arts,"Montréal, QC",Business Analyst - Co-op Fall 2021,63323
Canada Post - Postes Canada,"Halifax, NS","Analyst, Operations Data Integrity (Volume)",63323
BMO Financial Group,"Toronto, ON",Fraud Analyst - Digital,63323
IQVIA,"Kirkland, QC",Data Analyst (Bilingual French & English),63323
Toyota Motor Manufacturing Canada,None,Assembly Line Operations Analyst,63323
AGAT Laboratories,"Calgary, AB",IT Business Analyst,63323
Grey Owl Engineering,"Calgary, AB",Data Scientist/Analyst – Summer Placement,63323
EMHware,"Toronto, ON",Data Migration Analyst,63323
RBC,"Toronto, ON","Financial Data Analyst, Fall 2021 Student",63323
ITK,"Ottawa, ON",Data Analyst,63323
Canadian Tire,"Toronto, ON",Senior Data Analyst,63323
Jonar,"Montréal, QC",Junior Business Analyst intern,63323
Canadian Pacific,"Calgary, AB",Analyst Innovation Programs,63323
Toyota Motor Manufacturing Canada,None,Assembly Line Operations Analyst,63323
Loblaw Companies Limited,"Brampton, ON","CO-OP, Analyst, Data Governance",63323
TD Bank,"Toronto, ON",Customer Experience Reporting & Insights Analyst,63323
BC Public Service,"Nelson, BC",STO 21R - GIS Analyst,63323
Day & Ross Inc.,"Grand Falls, NB",Quality Assurance Analyst,63323
Bombardier,"Dorval, QC",Data Business Analyst,63323
Shared Health,Manitoba,Data Integrity Analyst,63323
"Tyler Technologies, Inc.","Vancouver, BC",Data Analyst,63323
Electronic Arts,"Vancouver, BC",Data Analyst - UFC,63323
Mistplay,"Montréal, QC",Fraud Data Analyst,63323
O2E Brands,"Vancouver, BC",Senior Data Analyst,63323
Freedom Mobile,"Calgary, AB",Senior Business Analyst,63323
Nurun,"Montréal, QC",Data and Performance Analyst,63323
CGI Inc,"Halifax, NS",Business Analyst,63323
Allstate Canada,None,ANALYST DATA ENGINEERING,63323
Earth Rangers,"Woodbridge, ON",Data Analyst,63323
FoodX,"Vancouver, BC",Business Analyst - Data + Insights Team,63323
Thinkific,"Vancouver, BC","Data Analyst, Product",63323
BC Centre for Excellence in HIV/AIDS,"Vancouver, BC",Data Analyst,63323
IQVIA,"Kirkland, QC",Data Analyst (Bilingual French & English),63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
None,None,None,63323
Square Enix Montréal,"Montréal, QC",Analyste de données / Data Analyst,63323
Cognizant Technology Solutions,"Saint John, NB",Business Analyst,63323
HALIGHT Inc.,"Ottawa, ON",Senior Data Analyst (Remote),63323
CGI Inc,"Montréal, QC",Business Analyst HRIS,63323
InSync,"Calgary, AB",Settlement Analyst / Junior Accountant,63323
Wunderman Thompson,"Montréal, QC",Business Analyst (Contract),63323
CGI Inc,"Toronto, ON",Alteryx / Tableau Data Analyst,63323
PC Financial,"Toronto, ON","Analyst, Customer Solutions (Chat)",63323
Toyota Motor Manufacturing Canada,None,Manufacturing Engineering Analyst,63323
Pantheon Inc,"Toronto, ON",Data Quality Analyst,63323
Ubisoft,"Montréal, QC",Business Analyst - CRM,63323
BlackSquare,"Calgary, AB",Data Analyst - Digital Commerce,63323
Fedcap Canada,"Hamilton, ON",Data & Reporting Analyst,63323
CTDI,"Oakville, ON",Data Analyst,63323
Cisco Systems,"Vancouver, BC",CPXE-Data & AI Growth Analytics Analyst,63323
Pricedex Software Inc.,"Brockville, ON",Product Data Analyst - Aftermarket,63323
resulta,"Bedford, QC",Data Visualization Specialist,63323
Willis Towers Watson,"Vancouver, BC",Business Analyst 2-Health and Welfare,63323
Aldo Groupe,"Montréal, QC","Business Analyst, Strategy and Business Performance",63323
Electronic Arts,"Vancouver, BC",Data Analyst,63323
G Adventures,"Toronto, ON",Financial Data Analyst,63323
Intelcom Express,"Montréal, QC",Business Intelligence - Functional and Business Analyst,63323
BC IMC,"Victoria, BC","Analyst, Quantitative Equity",63323
Infostrux Solutions,"Quebec City, QC","Technical business Analyst, Remote",63323
Empire Life,Canada,Business Quality Analyst,63323
Genpact,"Montréal, QC",Consultant- Data Analyst,63323
Stocksy United,"Victoria, BC",Data Analyst,63323
Numeris,"North York, ON",Data Insights Analyst,63323
Rodan Energy Solutions Inc.,"Mississauga, ON",Senior Meter Data Analyst,63323
NTT DATA Services,"Halifax, NS",Business Analyst,63323
Manitoba Public Insurance,"Winnipeg, MB",Estimatics Analyst,63323
Pure Sunfarms Corporation,"Delta, BC",Data Analyst,63323
Pantheon Inc,"Toronto, ON",Data Analyst,63323
Mercer,"Ottawa, ON",Mercer Career Rewards Analyst - Ottawa - New Graduates 2021,63323
Xerox,"Toronto, ON","Analyst II, IM Business Analysis",63323
Sinclair Dental Co Ltd,"Mississauga, ON",Data Analyst,63323
"Merry Products, Corp","Richmond Hill, ON",Inventory Analyst,63323
Emera Nova Scotia,"Halifax, NS",Business Analyst,63323
BRP,"Sherbrooke, QC","Data Analyst, Finance",63323
Canopy Support Services,"Peterborough, ON",Passport Business Analyst,63323
OneSpan,"Montréal, QC",Business Applications Analyst,63323
Toronto Hydro,"Toronto, ON",Operation Support Services Analyst,63323
Citi,"Mississauga, ON",Intermediate Data Analyst,63323
Eastside Games,Remote,Game Data Analyst,63323
Absorb LMS,"Calgary, AB",Business Intelligence Reporting Analyst,63323
BMO Financial Group,"Toronto, ON",Billing Analyst (New Grad),63323
Blakely Inc.,"Newmarket, ON",Digital Analyst,63323
ENERCARE,"Markham, ON",Analyst - Data Strategy and Operations,63323
OTIP/RAEO Benefits Incorporated,"Waterloo, ON",Data Analyst (6 Month Contract),63323
