Company,Location,Title,Salary
Groom & Associes,Saint-Laurent QC,Junior Data Analyst,18720
AppleOne,None,Data Analyst - Junior,19250
AppleOne,None,Data Analyst - Junior,19250
AppleOne,None,Data Analyst - Junior,19250
MSi Corp (Bell Canada,Ottawa ON,Data Entry Analyst,20800
Teleperformance Canada,Toronto ON,Quality Analyst-Builders,21000
Inland Empire United Way,Riverside ON,211 Data Analyst,22880
Child Development Institute,Markham ON,Research Data Analyst,30816
Dynamic Endoscopy & Speciality Care,St. Catharines ON,database analyst,35360
MSi Corp (Bell Canada,None,Data Analyst,36400
JXY Trading,Richmond BC,DBA (database analyst,36400
Nunavut Government,Iqaluit NU,Data and Reporting Analyst,40930
Canadian Railings Inc,Vaughan ON,Data Analyst,42500
Rogers Authorized Dealer,Saskatoon SK,Data Analyst,45000
MSi Corp (Bell Canada,Montréal QC,Business Analyst - Business Intelligence,52000
Edmonton Airports,Edmonton AB,Data and Analytics Analyst,53154
Department of Tourism Heritage & Culture,Fredericton NB,Product Innovation Officer and Research Analyst,55200
Indeed,None,International Taxonomy Analyst - Canada (French,57000
Indeed,None,International Taxonomy Analyst - Canada (French,57000
Dealer Media,None,Data Analyst/Administrative Assistant,57500
Hands the Family Help Network,None,1624-21 Data Analyst,58032
Luvinova Property Management Corporation,Haines Junction YT,database analyst,64480
TCU Financial Group,None,Business Intelligence Analyst (Power BI,64800
TCU Financial Group,None,Business Intelligence Analyst (Power BI,64800
Indeed,None,International Product Analyst- Canada,65000
Indeed,None,International Product Analyst- Canada,65000
Indeed,None,International Product Analyst- Canada,65000
Indeed,None,International Product Analyst- Canada,65000
Office of the Chief Electoral Officer,Gatineau QC,Electoral Data and Systems Analyst / Electoral Data Officer...,65735
Office of the Chief Electoral Officer,Gatineau QC,Electoral Data and Systems Analyst / Electoral Data Officer...,65735
Island Health,Victoria BC,Analyst Compensation & Classification,69368
Canadian Radio-television and Telecommunications C...,Gatineau QC,Analyst - (Anticipatory - Calling all members of an employm...,70639
Metrolinx,Toronto ON,Analyst Planning Analytics,75717
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
Shared Health,Winnipeg MB,Public Health Contact Centre Business Analyst,76554
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
Ministry of Health,Toronto ON,PROGRAM ANALYST,76607
Vision Investment Group,Cambridge ON,analyst business - computer systems,81744
Office of the Auditor General of Canada,Ottawa ON,Programmer Analyst / Database Developer,83457
Newfoundland and Labrador Centre for Health Inform...,St. John's NL,EMR Applications Analyst II - 2021 EMRAA 007,86112
Government of Saskatchewan,Regina SK,Senior Business Intelligence Analyst,96106
Inter Pipeline,None,Data Analyst,54961
Spartan Controls,None,SAP Master Data Analyst,54961
Earth Rangers,None,Data Analyst,54961
Atlantic Packaging Products Ltd.,None,Logistics Data Analyst,54961
Iovate Health Sciences International Inc.,None,Master Data Analyst,54961
Ernst & Young,Canada,"Product Analyst – Associate – New Graduate (Vancouver, Toron...",54961
Prodigy Game,None,"Data Analyst, Game",54961
Suncor Energy Services,None,Data Visualization Analyst (Developer),54961
Western Financial Group,None,Business Analyst,54961
Shaw Communications,"Calgary, AB",Data Analyst,54961
Loblaw Companies Limited,"Brampton, ON","Data Analyst , Quality Management Summer Student",54961
BC Public Service,"Victoria, BC",RES O 21R - Health Information Analyst,54961
Geotab,"Oakville, ON",Data Analyst,54961
ITR Laboratoires Canada Inc,"Baie-d'urfe, QC",Data Analyst,54961
Magna International Inc.,None,BI Developer/Analyst,54961
The Co-operators,Canada,Data Modelling and Reporting Analyst,54961
BRP,"Montréal, QC",Financial Data Analyst,54961
Canada Post - Postes Canada,"Moncton, NB","Analyst, Operations Data Integrity (Volume)",54961
Dokainish & Company,Remote,Junior Business Analyst,54961
Avison Young,"Toronto, ON",HRIS Systems and Data Analyst,54961
Clearly,Remote,Data Analyst,54961
Sensor Technologies,"Oakville, ON",Junior Analyst / Product Developer,54961
Ipnos Software,"Montréal, QC",Data analyst (Summer internship),54961
Halton Region,"Halton, ON",Research and Data Analyst Intern,54961
Moneris Solutions Corporation,"Etobicoke, ON","Analyst II, Data Science",54961
Sales Beacon,"Moncton, NB",Data Analyst,54961
SSENSE,"Montréal, QC",Data Governance Analyst - Level 2,54961
Neo Financial,"Calgary, AB",Jr. Technical Analyst,54961
PointClickCare,Remote,Senior Data Analyst,54961
Day & Ross Inc.,"Fredericton, NB",Data Analyst,54961
Ubisoft,"Montréal, QC",Programmer Analyst (Java - Big Data),54961
Square,"Vancouver, BC",Data Analyst,54961
AltaGas Ltd.,"Calgary, AB","Analyst, Market Risk",54961
College of Physicians & Surgeons of Ont.,"Toronto, ON",Data Analyst,54961
Wattpad,"Toronto, ON",Data Analyst Team Lead,54961
Airports Council International (ACI) World,None,Market Research Analyst,54961
AgencyAnalytics,"Toronto, ON",Data Analyst,54961
Shaw Communications,Canada,Data Analyst and Investigator,54961
Sprout Therapy,Quebec Province,Data Analyst - Remote,54961
Aecon Group,"Toronto, ON",Data Analyst,54961
"Magnussen Home Furnishings, Ltd",None,IT Business Systems Analyst,54961
QSI Inc,"Ottawa, ON",Intermediate Data Analyst,54961
RBC,Ontario,"Data Analyst, Capital Markets Summer 2021 Student Opportunit...",54961
University of Toronto,"Toronto, ON",Business and Data Analyst,54961
University of Toronto,"Mississauga, ON",Data and Information Analyst,54961
geoLOGIC Systems ltd.,"Calgary, AB",Data Visualization Specialist,54961
Killam Apartment REIT,"Halifax, NS","Data Analyst, Head Office, Halifax, NS",54961
Parallel Domain,"Vancouver, BC",Data Quality Analyst,54961
Metro Supply Chain Group,None,Business Intelligence Analyst,54961
KILLAM PROPERTIES INC.,"Halifax, NS","Data Analyst, Head Office, Halifax, NS",54961
Ubisoft,"Montréal, QC",Data Visualization Specialist,54961
ABB,"Burlington, ON",Master data specialist and business analyst,54961
QHR Technologies Inc,"Kelowna, BC",Data Analyst,54961
Evercore,"Montréal, QC",Data Analyst,54961
QSI Inc,"Ottawa, ON",Intermediate Data Analyst,54961
Oculus Info Inc,"Toronto, ON",Data Analyst,54961
Liberty,"Oakville, ON","Analyst, Data Quality and Integration",54961
LCBO,"Toronto, ON",Data Analyst,54961
Willis Towers Watson,"Calgary, AB",Health & Benefits Analyst,54961
Wikimedia Foundation,Ontario,Contract Data Analyst,54961
Rodan Energy Solutions Inc.,"Mississauga, ON",Senior Meter Data Analyst,54961
Halton Region,"Halton, ON",Research and Data Analyst Intern,54961
CGI Inc,"Montréal, QC","Data Analyst, Global Procurement",54961
WorkSafeNB,"Saint John, NB",Analyst - Health and Safety,54961
Aviva,"Markham, ON",Property & Specialty Claims Risk Data Analyst,54961
Angus Systems,"Don Mills, ON",Data Analyst (SQL/SSIS),54961
JDI IT,"Saint John, NB",Data Warehouse Analyst,54961
GHD,"Waterloo, ON",Junior Data Analyst - Relational/SQL Data Bases,54961
360insights,"Moncton, NB",Data Analyst,54961
Brookfield Asset Management,"Toronto, ON",Data Analyst,54961
The University of Calgary,"Calgary, AB","Data Analyst, International Policy and Trade Research Team,...",54961
Alberta Health Services,"Calgary, AB",IT Analyst II - Data Integration Developer,54961
Dentons,"Toronto, ON","Global Business Insight Analyst - Scotland, Toronto, Warsaw...",54961
Morningstar,"Toronto, ON",Data Research Analyst,54961
Liberty,"Oakville, ON","Analyst, Data Quality and Integration",54961
IVARI,None,Business Intelligence Analyst,54961
Ubisoft,"Montréal, QC",Data Visualization Specialist,54961
Trox,None,Senior Inventory Analyst,54961
Loblaw Companies Limited,"Brampton, ON","Sn Analyst, Data Stewardship",54961
Killam Apartment REIT,"Halifax, NS","Data Analyst, Head Office, Halifax, NS",54961
Unisys,"Ottawa, ON",Senior Database Analyst,54961
Manulift E.M.I. Ltée,"Varennes, QC",Business Analyst,54961
ABB Inc,"Burlington, ON",Master data specialist and business analyst,54961
Aviva,"Markham, ON",Property & Specialty Claims Risk Data Analyst,54961
ICES Central,"Toronto, ON",Research Analyst (PCHS),54961
Citco,"Halifax, NS",Operations Analyst,54961
Evercore,"Montréal, QC",Data Analyst,54961
Solvera,"Regina, SK",Power BI Data Analyst (Regina or Saskatoon) - 1221,54961
Labatt Breweries of Canada,"Toronto, ON","Analyst, Risk Management",54961
