Company,Location,Title,Salary
CFIB,Canada,Data Analyst Intern (Research - Work from home,15000
CFIB,Canada,Data Analyst Intern (Research - Work from home,15000
North Shore Canada Inc.,Simcoe ON,Data Analyst,18720
Federation of Calgary Communities,Calgary AB,analyst database,18720
XK Holdings Inc.,Bedford NS,investment analyst,26500
DNSSAB,North Bay ON,housing policy analyst,26877
NORTHERN LIGHTS SEAFOOD INC.,Corner Brook NL,analyst investments,27040
Elections Ontario,Toronto ON,Research Data Analyst,29872
Hamilton Health Sciences Corporation,Hamilton ON,Business Solution Analyst (Analytics,37720
Native Council of Prince Edward Island,Charlottetown PE,housing policy analyst,39520
Cloud IT!,Concord ON,computer systems analyst,41600
Sryas Inc.,Toronto ON,Data Analyst,42500
Sryas Inc.,Toronto ON,Data Analyst,42500
Hamilton Health Sciences Corporation,Hamilton ON,Senior Business Analyst - Data & Analytics,45624
Adeptmind Inc.,Toronto ON,Bilingual Data Analyst,47500
Q & A BP Consulting,Vaughan ON,Junior Data Analyst,47672
Comodo Interiors Inc.,Calgary AB,database analyst,48880
Critical Control Energy Services,None,Data Analyst,50000
Goodbye Graffiti Group of Companies - CitiSmart Re...,Vancouver BC,Data Analyst - New Business Development,52500
ClickDishes Inc.,Vancouver BC,Data Analyst,56000
ProNavigator,Kitchener ON,Corporate Development Analyst,60000
Clarity.ca Inc.,None,Data Analyst,62500
City of London,London ON,Business Systems Analyst (Enterprise Applications (C1425,66346
City of London,London ON,Business Systems Analyst (Enterprise Applications (C1425,66346
Livingston International,Toronto ON,Compensation Analyst,70000
Government of Alberta,Edmonton AB,Geospatial Data Analyst,72768
Metrolinx,Toronto ON,Data Analyst Asset Management,77349
Public Service Commission of Canada,Canada,Policy and Data Analyst - Careers for Persons with Disabilit...,77619
University of British Columbia,University of British Columbia (Vancouver campus BC,Data Analyst,78516
Impact Recruitment,None,Data Analyst - Manager Policy & Programs,80000
Impact Recruitment,None,Data Analyst - Manager Policy & Programs,80000
Impact Recruitment,None,Data Analyst - Manager Policy & Programs,80000
City of Richmond Hill,Richmond Hill ON,Data and Analytics Analyst,80503
North York General Hospital,Toronto ON,Data Analyst,84635
Ryerson University,Toronto ON,Business Systems Analyst,84752
York Region,Newmarket ON,Statistical Program Data Analyst,88108
eHealth Saskatchewan,Regina SK,Senior Business Analyst,95815
City of Mississauga,Mississauga ON,Business Analyst (Asset Management,107525
University of British Columbia,Vancouver BC,Systems Analyst ll – Business,109710
City of Hamilton,Hamilton ON,Senior Business Process Analyst,112496
SAI FI Consultants Inc,Vancouver BC,Sr. Data Modeler/Data Analyst,135200
Academic Career Excellence,Toronto ON,Data Analyst,156000
Cameco,None,"Analyst, Enterprise Data & Business Intelligence",63236
Softchoice,None,Data Quality Analyst,63236
Softchoice,None,Marketing Data Analyst,63236
Toyota Motor Manufacturing Canada,None,Assembly Line Control (ALC) Analyst,63236
Cardinal Health,None,"Data Research Analyst, Student Co-op",63236
RBC,Ontario,"Data Analyst, Fall 2021 Student Opportunities (8 Months Only...",63236
University of Waterloo,"Waterloo, ON",Junior Data Analyst,63236
Toyota,Canada,Business Innovation Data Analyst,63236
Suncor Energy Services,"Calgary, AB","Analyst, Data Analytics",63236
Bouclair,"Pointe-Claire, QC",Customer Data Analyst,63236
Cronometer Software Inc.,"Revelstoke, BC",Co-op Student Nutrition Data Analyst,63236
OMERS,"Toronto, ON",Data Analytics Analyst,63236
Gameloft,"Toronto, ON",Game Data Analyst,63236
AgencyAnalytics,Remote,Data Analyst,63236
Ontario Health,"Toronto, ON",Data Analyst,63236
Thales Group,"Burlington, ON",Data Industrialization Analyst,63236
The Bishop Strachan School,"Toronto, ON",Data Analyst,63236
Canadian Tire,"Toronto, ON","Data Analyst, Digital Personalization",63236
Magna International Inc.,"Concord, ON",BI Developer/Analyst,63236
McAfee,"Waterloo, ON",Senior Business Analyst - Data Analytics,63236
Services and Housing In the Province (SHIP),"Mississauga, ON",Data Analyst,63236
Fraser Health,"Surrey, BC","Information and Data Analyst, Population Health Observatory",63236
British Columbia Securities Commission,"Vancouver, BC",Data Analyst,63236
McCain Foods (Canada),"Toronto, ON",Analyst Category Development,63236
Avison Young,"Edmonton, AB",Data Analyst,63236
Enverus,"Calgary, AB",Data Analyst,63236
CGI Inc,"Atlantic, NS",Business Analyst,63236
EllisDon Corporation,"Mississauga, ON",Data Analyst,63236
Cronos Group Inc.,Remote,Data & SAP System Analyst,63236
Intelex Technologies,British Columbia,Data Labeling Analyst - (ehsAI),63236
EMHware,"Toronto, ON",Data Migration Analyst,63236
Technical Standards & Safety Authority (TSSA),"Toronto, ON",Data Analyst,63236
Actlabs,"Ancaster, ON",Data Analyst,63236
Hypertec Systems,"Montréal, QC",Data Warehouse Analyst,63236
Impres Inc.,"Cambridge, ON",Data Analyst,63236
Microsoft,"Vancouver, BC",Data Analyst II - Telemetry,63236
The Co-operators,"Quebec City, QC",BI Analyst III - Developer,63236
Procom,None,Business Analyst - Data Analysis - 308776,63236
NTT DATA Services,"Toronto, ON",Business/Data Analyst,63236
fabriik,"Toronto, ON",PMO Analyst,63236
Ubisoft,"Montréal, QC",BI / Big Data Developer,63236
Trimble,"Vancouver, BC",Application Analyst/Developer,63236
PointClickCare,Remote,Data Insights & Business Analyst,63236
Wunderman Thompson,"Toronto, ON",Business Analyst,63236
Suncor Energy Services,"Calgary, AB",Data Visualization Developer,63236
Yelp,"Toronto, ON","Business Systems Analyst, Workday (Remote)",63236
Next Environmental Inc.,"Burnaby, BC",Environmental Data Analyst Assistant,63236
Rise People Inc.,"Vancouver, BC",Data Analyst & Zoho Administrator,63236
Loblaw Companies Limited,"Brampton, ON","Analyst, Data Operations",63236
NTT DATA Corporation,None,Analyst Relations Manager - Research Analyst,63236
CGI Inc,"Montréal, QC",Senior Business Systems Analyst,63236
Jumio Corporation,"Montréal, QC",Senior Data Analyst - JTM,63236
Optiv,"Toronto, ON","Threat Analyst I, Managed Detection and Response | Remote, C...",63236
Louisiana-Pacific Corporation,"Fort St. John, BC",GIS Analyst,63236
Southlake Regional Health Centre,"Newmarket, ON",Privacy Analyst,63236
