Company,Location,Title,Salary
Parmida E-commerce,None,Data Analyst,22500
Bake Tour Inc.,Vancouver BC,Data Analyst,22880
MSi Corp (Bell Canada,Toronto ON,Data Analyst,36400
SkyIT Services Ltd.,Calgary AB,IT Business Analyst,37440
Wheel King Transhaul Inc,Milton ON,database analyst,39998
INFOCUBE TECHNOLOGY LIMITED,Vancouver BC,analyst information systems - computer systems,40560
1st Call Industrial Ltd.,Mississauga ON,data warehouse analyst,40560
Mainstreet Research,Toronto ON,Data Visualization Specialist,41600
BIZ EMPOWER INC.,Mississauga ON,IT (information technology business analyst,42640
Rogers Authorized Dealer,Saskatoon SK,Data Analyst,45000
First Pay,Vaughan ON,Business Analyst,45000
CorGTA,None,Intermediate Data Analyst - 47.00 p/h - REMOTE Contract,48880
Dealer Media,None,Data Analyst/Administrative Assistant,57500
Dealer Media,None,Data Analyst/Administrative Assistant,57500
Centre for Addiction and Mental Health,Toronto ON,Research Analyst NEW,59706
Island Health,Victoria BC,Analyst Compensation & Classification,69368
Metrolinx,Toronto ON,Planning Analyst Modelling & Geospatial Analysis,75717
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
Ministry of Health,Toronto ON,PROGRAM ANALYST,76607
Vincent Investment Products Inc.,Unionville ON,securities research analyst,78000
University of British Columbia,University of British Columbia (Vancouver campus BC,Data Analyst,78516
McGill University,Montréal QC,Analyst,78920
IC 360 Solutions Inc.,None,Business Analyst,80000
peopleforce inc,Toronto ON,TDM-Test Data Analyst,85193
NL and Labrador Center for Health Info.,Newfoundland and Labrador,EMR Applications Analyst II,86112
Government of Saskatchewan,Regina SK,Senior Business Analyst,86704
City of Richmond Hill,Richmond Hill ON,Waste Management Analyst,92008
City of Vancouver,Vancouver BC,Geospatial Data Analyst,93672
Edmonton International Airport,Nisku AB,Data and Analytics Analyst,101088
Inter Pipeline,None,Data Analyst,61952
Spartan Controls,None,SAP Master Data Analyst,61952
CDK Global,None,Client Tech Analyst I,61952
RBC,"Bedford, NS","Analyst, Data Management Operations",61952
Region of Waterloo,"Waterloo, ON",Health Data Analyst II,61952
TC Energy,"Calgary, AB",Master Data Analyst,61952
Activation Laboratories Ltd.,"Ancaster, ON",Data Analyst,61952
ITR Laboratoires Canada Inc,"Baie-d'urfe, QC",Data Analyst,61952
AXIS Insurance,"Halifax, NS",Data Analyst,61952
AECOM,"Edmonton, AB",Data Analyst Intern,61952
Mediagrif,"Longueuil, QC",Market and Data Analyst,61952
Ubisoft,"Montréal, QC",Data Analyst Assistant,61952
The Chapman Group,"Fredericton, NB",Data Analyst,61952
Brother Canada,None,Associé à la gestion des talents émergents - Analyste de don...,61952
Nutrien Ltd.,"Calgary, AB",Strategy & Planning Analyst,61952
PC Financial,"Toronto, ON","Analyst, Customer Solutions (Chat)",61952
SaltWire Network Inc.,None,Data Analyst,61952
Thales Group,"Burlington, ON",Data Industrialization Analyst,61952
Mitsubishi UFJ Fund Services,"Halifax, NS",Data Quality Analyst,61952
Neo Financial,"Calgary, AB",Partnerships Data Analyst,61952
Suncor Energy Services,None,Data Visualization Analyst (Developer),61952
Shaw Communications,"Calgary, AB",Data Analyst,61952
KPMG,"Toronto, ON",Risk Analyst - Data Loss Prevention,61952
Toyota,Canada,Data Warehouse Analyst,61952
resulta,"Bedford, QC",Data Analyst,61952
Traffic Tech Inc.,"Calgary, AB",Business Intelligence Analyst,61952
Ayima,"Toronto, ON",Junior Data Analyst,61952
GS1 Canada,"Toronto, ON",Data Governance Analyst,61952
Pacific Data Integrators,"Toronto, ON",PDI - Data Governance and Data Quality Analyst,61952
Mackenzie Health,"Richmond Hill, ON",Data Quality Analyst,61952
UNITED PARCEL SERVICE,"Burlington, ON",Sales Ops Data Analyst,61952
Larsen & Toubro Infotech Limited,"Mississauga, ON",Data Analyst,61952
Long View Systems,"Calgary, AB",Business Analyst,61952
Felix,"Toronto, ON",Data Analyst,61952
Kuehne+Nagel,"Mississauga, ON",Junior Data Analyst,61952
Cornershop,None,Accounting Data Analyst,61952
CDK Global,None,Client Tech Analyst I,61952
Inter Pipeline,None,Data Analyst,61952
Brother Canada,None,Associé à la gestion des talents émergents - Analyste de don...,61952
Spartan Controls,None,SAP Master Data Analyst,61952
EY,Canada,"Product Analyst – Associate – Internship (Vancouver, Toronto...",61952
Wattpad,"Toronto, ON",Senior Data Analyst,61952
Jam City,"Toronto, ON",Senior Data Analyst,61952
Moneris Solutions Corporation,"Etobicoke, ON","Analyst II, Data Science",61952
1QBit,"Vancouver, BC",Business Analyst (Intern),61952
Ontario Northland,"North Bay, ON",Business Analyst #800-82-21,61952
Staples Canada,"Richmond Hill, ON",Senior Business Intelligence Analyst - Merchandising,61952
CNRL,None,Business Systems Analyst,61952
Parallel Domain,"Vancouver, BC",Data Quality Analyst,61952
Intelliware Development Inc.,Remote,Contract Business Systems Analyst,61952
Sprout Therapy,Quebec Province,Data Analyst - Remote,61952
Thinkific,"Vancouver, BC","Data Analyst, Customer Success",61952
resulta,"Bedford, QC",Data Analyst - Contract position (Open Ended),61952
Sensor Technologies,"Oakville, ON",Junior Analyst / Product Developer,61952
KPMG,"Toronto, ON",Business Systems Analyst,61952
Aecon Group,"Toronto, ON",Data Analyst,61952
Trans Mountain Corporation Inc.,"Calgary, AB","Land and Permit Interface Analyst, TMEP (term role)",61952
Aviva,"Markham, ON",Property & Specialty Claims Risk Data Analyst,61952
College of Physicians & Surgeons of Ont.,"Toronto, ON",Data Analyst,61952
RBC,Ontario,"Data Analyst, Capital Markets Summer 2021 Student Opportunit...",61952
Shaw Communications,Canada,Data Analyst and Investigator,61952
Bombardier,"Dorval, QC",Data Management Business Analyst - 12 Months,61952
Wikimedia Foundation,Ontario,Contract Data Analyst,61952
Agat Laboratories,"Calgary, AB",IT Business Analyst,61952
Ontario Health,"Toronto, ON",HR Analyst,61952
Mindshare,"Toronto, ON",Analyst (Media),61952
Earth Rangers,"Woodbridge, ON",Data Analyst,61952
Neo Financial,"Calgary, AB",Jr. Technical Analyst,61952
Xplornet Communications Inc.,"Fredericton, NB",Network Capacity Analyst,61952
UAP Inc.,None,Data Analyst Ecommerce,61952
SOTI Inc.,"Mississauga, ON",Business Partner Data Analyst,61952
opentext,"Waterloo, ON",SuccessFactors Reporting Analyst,61952
Cyber Chasse,Canada,Data Analyst,61952
Ernst & Young,Canada,"Product Analyst – Associate – New Graduate (Vancouver, Toron...",61952
VMware,"Toronto, ON",Lead Data Quality Analyst - Opportunity for Working Remotely...,61952
Illumiti,"Vancouver, BC",Master Data Analyst (6 months contract),61952
