Company,Location,Title,Salary
PUMA Utility Monitoring Inc.,Burnaby BC,Energy Data Entry Specialist/Analyst (12-Month Contract,18720
Kobold Corporation,Calgary AB,Junior Data Analyst - Summer Student,20800
TES - The Employment Solution,None,Jr. Data Analyst (Contract,26000
TES - The Employment Solution,None,Jr. Data Analyst (Contract,26000
Miawpukek First Nation,Conne River NL,systems analyst,26221
Thames Valley Family Health Team,London ON,Data Analyst,26728
True North Labour Inc.,Burnaby BC,analyst database,30680
Data Ad,Montréal QC,Junior Programmer Analyst,40000
EU Health and Innovations Inc.,Thornhill ON,data analyst - informatics and systems,40500
1st Call Industrial Ltd.,Mississauga ON,data warehouse analyst,40560
PHSA,Kamloops BC,Data Centre Analyst III,41256
Aesthetic Dimension Group,Calgary AB,Business Development Analyst,41600
BITTS International Career College,Mississauga ON,database analyst,41600
ICC,Alliston ON,Reporting & Data Analyst,47500
Goodwill Industries of Alberta,Edmonton AB,Program Data & Reporting Analyst,48250
Goodwill Industries of Alberta,Edmonton AB,Program Data & Reporting Analyst,48250
Cornerstone Search Solutions Inc.,None,Inside Sales Support & Data Analyst,51000
Konverge Digital Solutions,Toronto ON,Business Analyst,60000
Halton District School Board,Burlington ON,GIS Planning Analyst,66043
Halton District School Board,Burlington ON,GIS Planning Analyst,66043
District School Board of Niagara,St. Catharines ON,Student Data Analyst,69577
McGill University,Montréal QC,Planning Analyst (BI,70460
City of Hamilton,Hamilton ON,Procurement Data Analyst,72321
Robocoder Corporation,Richmond BC,Business Systems Analyst,75000
umlaut,Mirabel QC,Data Analyst - Aircraft Recurring Costs Financial Analyst,75000
Robert Half,None,Data Analyst,75920
StockholmSyndrome.AI,Montréal QC,Analyste de données - Data Analyst,77500
Synoptek,Saint John NB,Data Analyst,77500
Public Service Commission of Canada,Canada,Policy and Data Analyst - Careers for Persons with Disabilit...,77619
PHSA,Vancouver BC,Data Analyst Health Surveillance- Anti-biotic Consumption Re...,77896
Strathcona County,Sherwood Park AB,Master Data Analyst and P-Card Administrator,84266
David Aplin Group,None,Data Visualization Specialist,85000
David Aplin Group,None,Data Visualization Specialist,85000
agileDSS,Montréal QC,Analyste fonctionnel ETL / Data Analyst,95000
XF Technologies Inc.,Toronto ON,Data Modeler with BI,97500
XF Technologies Inc.,Toronto ON,Data Modeler with BI,97500
OPIsystemsInc.,Calgary AB,Data Analyst,106722
PROVISION IT RESOURCES,None,Data Analyst- PowerBI/SQL/SAS/Python,124800
PROVISION IT RESOURCES,None,Data Analyst- PowerBI/SQL/SAS/Python,124800
PROVISION IT RESOURCES,None,Data Analyst- PowerBI/SQL/SAS/Python,124800
CorGTA,None,Data Analyst - PowerBI & Reporting - 65.00 p/h - 6 month RE...,130000
Dawn InfoTek Inc.,Toronto ON,Data Analyst,150800
Sun Life Financial,None,"Data Analyst, Group Underwriting",68160
COLTENE-SCICAN,None,Quality Data Analyst I,68160
Canadian National Railway,None,Data System Analyst - Big Data,68160
AgencyAnalytics,Remote,Data Analyst,68160
Nestle,"Montréal, QC",Data Analyst B2B Intern,68160
National Bank of Canada,"Montréal, QC",Developer Analyst - Analytics and Data Visualization,68160
Woodlands Head Office,"Saint John, NB",Data Analyst,68160
Vendasta,"Saskatoon, SK",Data Analyst,68160
OPIsystems,"Calgary, AB",Data Analyst,68160
Grey Owl Engineering,"Calgary, AB",Data Scientist/Analyst – Summer Placement,68160
Larsen & Toubro Infotech Limited,"Mississauga, ON",Business/Data Analyst,68160
TMX Group Limited,"Toronto, ON",Data Analyst,68160
Wiley,"Oakville, ON",Data Analyst,68160
Nutreco,"Moncton, NB",Inventory Analyst,68160
The Greater Vancouver Food Bank,"Burnaby, BC",Data Support Analyst,68160
Robert Half,None,Data Reporting Analyst - Microstrategy,68160
BGIS,"Calgary, AB",Data Centre Analyst,68160
SOTI Inc.,"Mississauga, ON",Salesforce Data Analyst,68160
Grey Owl Engineering,"Calgary, AB",Data Scientist/Analyst – Summer Placement,68160
