Company,Location,Title,Salary
LeapGrad Corp.,St. Catharines ON,Data Science Intern (NOT Remote,20800
RVezy,Ottawa ON,Jr. Data Scientist (Summer Student,26000
MSi Corp (Bell Canada,Toronto ON,Data Scientist,31200
Judi.ai,Toronto ON,Senior Manager Data Science (DOE,50000
Niricson Software Inc.,Vancouver BC,Jr. Machine Learning Engineer,55000
University of Alberta,Edmonton AB,Senior Data Analyst,69941
Robert Half,None,Data Scientist,70000
Juno College of Technology,Toronto ON,Data Science Instructor,77500
Juno College of Technology,Toronto ON,Data Science Instructor,77500
Global Strategy Lab,Toronto ON,Social Epidemiologist; Quant. Social Scientist; Applied Bios...,80000
Global Strategy Lab,Toronto ON,Social Epidemiologist; Quant. Social Scientist; Applied Bios...,80000
Mishon Inc,Remote,Data Scientist,83200
BluVec Technologies INC,Surrey BC,data scientist,95000
City of Calgary,Calgary AB,Research Data and Analytics Lead,97750
Staffinity Inc.,None,Data Scientist - Sports Analytics,100000
TELUS,Edmonton AB,Data Analyst/Engineer,161200
TELUS,Edmonton AB,Data Analyst/Engineer,161200
Neelands,None,Data Scientist,78605
Charger Logistics Inc.,None,Data Scientist,78605
TalentSphere Staffing Solutions,None,Data Scientist,78605
ProNavigator,"Kitchener, ON",Junior Data Scientist,78605
Infostrux Solutions,"Quebec City, QC","Data Scientist, Remote",78605
Highwood Emissions Management Inc.,"Calgary, AB",Data Scientist,78605
"Canadian Bank Note Company, Limited","Ottawa, ON",Data Scientist,78605
Hutah Systems,"Calgary, AB",Data Scientist,78605
Alberta Energy Regulator,"Calgary, AB","Student, Data Scientist",78605
Hopper,Canada,Data Scientist,78605
Carta,"Waterloo, ON",Product Data Scientist,78605
Charger Logistics Inc.,None,Data Scientist,78605
Prodigy Game,None,"Senior Data Analyst, People Operations",78605
"LotusFlare, Inc.","Toronto, ON",Data Scientist / Engineer,78605
Electrical Safety Authority,"Mississauga, ON",Data Scientist,78605
RWDI,"Guelph, ON",Scientist/Engineer - Applied Climatology,78605
ThinkData Works,"Toronto, ON",Field Data Scientist I / Junior Field Data Scientist,78605
Yelp,"Vancouver, BC",Applied Scientist (Remote),78605
Infostrux Solutions,"Quebec City, QC","Data Scientist, Remote",78605
Shaw Communications,"Toronto, ON",Data Scientist,78605
Temetrix,"Ottawa, ON",DATA SCIENTIST,78605
Global Spatial Technology Solutions Inc.,"Montréal, QC",Data Scientist - Ocean & the Environment,78605
Sun Life Financial,None,Senior Data Scientist,78605
Power Factors,None,"Data Scientist, Solar & Storage (Remote)",78605
Neelands,None,Data Scientist,78605
Pacific Data Integrators,None,PDI - Senior Data Scientist,78605
Yelp,"Vancouver, BC",Applied Scientist (Remote),78605
Rogers Communications,"Toronto, ON",Senior Manager Data Scientist AI Acceleration,78605
Nakisa,"Montréal, QC",Data Scientist,78605
Opta Information Intelligence Corp.,"Markham, ON",Data Scientist,78605
Equifax,"Toronto, ON",Data Scientist - Innovation & Attributes,78605
Cisco Systems,"Vancouver, BC","Data Scientist, Product Metrics and A/B Testing",78605
Uken Games,"Toronto, ON",Data Analyst,78605
Innovyze,Remote,Principal Data Scientist,78605
Koïos Intelligence,"Montréal, QC",Data scientist,78605
SomaDetect,"Kitchener, ON",Data Scientist,78605
Jumio Corporation,"Montréal, QC",Data Scientist - Machine Learning,78605
BMW Group Financial Services Canada,"Toronto, ON","Data Analyst Intern, Controlling (12 Months)",78605
Sonova,"Kitchener, ON",Data Scientist,78605
Pani Energy Inc,"Victoria, BC",Data Scientist,78605
Lululemon,"Vancouver, BC",Senior Data Scientist,78605
BC Public Service,"Victoria, BC",RES O 27R - Data Scientist AMENDED,78605
Best Buy,Canada,Senior Applied Data Scientist,78605
Ontario Health,"Toronto, ON",Decision Scientist,78605
Awakedata,"Burnaby, BC",Data Scientist,78605
VOTI Detection,"Saint-Laurent, QC",Machine Learning/AI Scientist,78605
Transit App,"Montréal, QC",Data Scientist,78605
Hexagon,"Calgary, AB",Senior Business & Data Analyst,78605
Microsoft,"Vancouver, BC",Data & Applied Scientist,78605
ZE Power Group,"Richmond, BC",Data Analyst,78605
SimpTek Technologies,Nova Scotia,Student Data Scientist,78605
Sonova,"Kitchener, ON",Data Scientist,78605
Ernst & Young,"Toronto, ON",Canadian Assurance – Digital Audit Summer Internship,78605
Guestlogix,Remote,Data Scientist,78605
SOTI Inc.,"Mississauga, ON",Data Scientist,78605
Shift Technology,"Toronto, ON",Data Scientist - Canada,78605
Enverus,"Calgary, AB",Data Engineer (Data Science),78605
OSL Retail Services Inc,"Mississauga, ON",Data Scientist,78605
Amazon Dev Centre Canada ULC,"Vancouver, BC","Applied Scientist, Alexa Smart Home",78605
WGames Inc.,"Toronto, ON",Data Scientist,78605
Wish,"Toronto, ON",Data Scientist - Data & Relevancy,78605
